normalized_position	All_Reads.normalized_coverage
0	0.972881
1	1.035982
2	1.100406
3	1.158501
4	1.201869
5	1.223571
6	1.232849
7	1.238479
8	1.259082
9	1.296757
10	1.305962
11	1.307028
12	1.288381
13	1.236313
14	1.207007
15	1.185882
16	1.169321
17	1.166151
18	1.158228
19	1.151283
20	1.139574
21	1.124853
22	1.105621
23	1.087016
24	1.082817
25	1.066388
26	1.054996
27	1.048706
28	1.045398
29	1.031835
30	1.025314
31	1.015564
32	1.006597
33	1.002649
34	1.00181
35	0.984609
36	0.969194
37	0.942665
38	0.935506
39	0.939939
40	0.930755
41	0.926495
42	0.924937
43	0.918441
44	0.916973
45	0.928431
46	0.917787
47	0.905349
48	0.903021
49	0.913535
50	0.919609
51	0.915543
52	0.902896
53	0.895117
54	0.885376
55	0.88665
56	0.8931
57	0.884272
58	0.897897
59	0.910593
60	0.92376
61	0.928009
62	0.929943
63	0.921635
64	0.911471
65	0.911192
66	0.919697
67	0.924647
68	0.927878
69	0.926805
70	0.932902
71	0.935238
72	0.937561
73	0.937911
74	0.919406
75	0.915012
76	0.920359
77	0.933978
78	0.943012
79	0.942991
80	0.947838
81	0.950512
82	0.95289
83	0.968809
84	0.989733
85	1.004511
86	1.002037
87	1.005598
88	0.991607
89	0.977924
90	0.974174
91	0.963328
92	0.95321
93	0.947444
94	0.927184
95	0.916598
96	0.888481
97	0.865806
98	0.842896
99	0.811686
100	0.802261
