normalized_position	All_Reads.normalized_coverage
0	0.558899
1	0.611253
2	0.650709
3	0.675536
4	0.711098
5	0.754309
6	0.791179
7	0.817502
8	0.841496
9	0.870686
10	0.893305
11	0.91438
12	0.929567
13	0.937457
14	0.953867
15	0.972482
16	0.985826
17	0.995698
18	1.004568
19	1.005337
20	1.009657
21	1.008216
22	1.015569
23	1.022802
24	1.024395
25	1.032864
26	1.032699
27	1.02801
28	1.030015
29	1.028044
30	1.024736
31	1.024691
32	1.016968
33	1.018204
34	1.022731
35	1.027975
36	1.02558
37	1.021745
38	1.021525
39	1.02709
40	1.028962
41	1.037602
42	1.043809
43	1.048804
44	1.049674
45	1.049708
46	1.049229
47	1.04779
48	1.042457
49	1.039364
50	1.041555
51	1.049897
52	1.050231
53	1.049574
54	1.043886
55	1.044538
56	1.053503
57	1.070051
58	1.076755
59	1.075252
60	1.08178
61	1.082191
62	1.082558
63	1.08707
64	1.097092
65	1.108211
66	1.114974
67	1.132582
68	1.144908
69	1.148467
70	1.160778
71	1.166471
72	1.172293
73	1.175173
74	1.17985
75	1.18126
76	1.177207
77	1.164578
78	1.154046
79	1.146438
80	1.128753
81	1.114726
82	1.099859
83	1.091697
84	1.082751
85	1.067305
86	1.058517
87	1.044537
88	1.020407
89	1.000934
90	0.981631
91	0.957904
92	0.931619
93	0.894866
94	0.854163
95	0.814685
96	0.76743
97	0.721988
98	0.674002
99	0.627182
100	0.594353
