normalized_position	All_Reads.normalized_coverage
0	0.849001
1	0.892168
2	0.933732
3	0.970904
4	1.005885
5	1.037907
6	1.05814
7	1.072821
8	1.091935
9	1.112505
10	1.127337
11	1.134225
12	1.133983
13	1.129664
14	1.128584
15	1.125782
16	1.119121
17	1.11644
18	1.112824
19	1.107008
20	1.1009
21	1.093085
22	1.092994
23	1.08866
24	1.084611
25	1.069381
26	1.056505
27	1.05208
28	1.048149
29	1.037237
30	1.029401
31	1.028495
32	1.023806
33	1.014859
34	1.005955
35	0.9974
36	0.991082
37	0.986906
38	0.984674
39	0.986535
40	0.984941
41	0.982199
42	0.976599
43	0.9711
44	0.962463
45	0.960038
46	0.961752
47	0.958347
48	0.959147
49	0.961508
50	0.960001
51	0.962035
52	0.962967
53	0.967128
54	0.973208
55	0.98337
56	0.990553
57	0.995089
58	0.997258
59	0.994212
60	0.996051
61	1.000758
62	0.999266
63	0.994614
64	0.979345
65	0.972211
66	0.968674
67	0.962478
68	0.960147
69	0.957162
70	0.954232
71	0.951303
72	0.949349
73	0.950923
74	0.953138
75	0.955887
76	0.961713
77	0.965047
78	0.962319
79	0.954334
80	0.953171
81	0.954284
82	0.956611
83	0.959739
84	0.966503
85	0.980692
86	0.984656
87	0.985759
88	0.983513
89	0.978679
90	0.977459
91	0.972615
92	0.965248
93	0.963275
94	0.956084
95	0.949637
96	0.941866
97	0.926177
98	0.908416
99	0.88995
100	0.879352
