normalized_position	All_Reads.normalized_coverage
0	1.40431
1	1.447963
2	1.481175
3	1.389303
4	1.415582
5	1.39378
6	1.328773
7	1.27288
8	1.288624
9	1.268387
10	1.319951
11	1.345513
12	1.348862
13	1.277317
14	1.275531
15	1.230557
16	1.168505
17	1.130268
18	1.10636
19	1.07418
20	1.058413
21	1.036325
22	1.043741
23	1.054036
24	1.05265
25	1.021426
26	0.992613
27	1.024751
28	1.015022
29	0.998279
30	0.995428
31	1.004742
32	0.958501
33	0.93659
34	0.927013
35	0.905713
36	0.899979
37	0.907458
38	0.858047
39	0.832221
40	0.871973
41	0.880124
42	0.855159
43	0.818006
44	0.791795
45	0.796894
46	0.767893
47	0.73328
48	0.710789
49	0.724093
50	0.751335
51	0.777498
52	0.825774
53	0.813118
54	0.839692
55	0.853508
56	0.865207
57	0.879774
58	0.880295
59	0.869576
60	0.88747
61	0.926224
62	0.92355
63	0.921251
64	0.91784
65	0.891792
66	0.862836
67	0.871263
68	0.86164
69	0.870003
70	0.873802
71	0.874184
72	0.901249
73	0.907496
74	0.874236
75	0.875076
76	0.896198
77	0.922178
78	0.908167
79	0.88971
80	0.901439
81	0.930328
82	0.946736
83	0.957277
84	0.953873
85	0.956946
86	0.954353
87	0.981957
88	0.970174
89	0.953434
90	0.978558
91	0.993727
92	1.006599
93	1.062164
94	1.043319
95	1.087816
96	1.147884
97	1.140299
98	1.181808
99	1.240933
100	1.262201
