normalized_position	All_Reads.normalized_coverage
0	0.589119
1	0.64282
2	0.682964
3	0.72118
4	0.771646
5	0.831791
6	0.882232
7	0.923131
8	0.956672
9	0.989423
10	1.013248
11	1.033504
12	1.05079
13	1.066542
14	1.083524
15	1.093665
16	1.095879
17	1.08664
18	1.082941
19	1.084182
20	1.083126
21	1.076772
22	1.072774
23	1.074817
24	1.070904
25	1.06783
26	1.069807
27	1.065235
28	1.057337
29	1.041904
30	1.030212
31	1.023913
32	1.022741
33	1.023855
34	1.02291
35	1.028461
36	1.026027
37	1.03429
38	1.0349
39	1.035348
40	1.039375
41	1.046708
42	1.051796
43	1.060299
44	1.068722
45	1.064427
46	1.055507
47	1.054144
48	1.056077
49	1.060597
50	1.06357
51	1.06723
52	1.057373
53	1.048561
54	1.04239
55	1.036991
56	1.032269
57	1.028423
58	1.027848
59	1.023765
60	1.024239
61	1.028154
62	1.036729
63	1.042008
64	1.042271
65	1.050226
66	1.055233
67	1.063756
68	1.077415
69	1.086181
70	1.091591
71	1.097655
72	1.100452
73	1.10015
74	1.096157
75	1.091726
76	1.082743
77	1.074793
78	1.067652
79	1.063233
80	1.059898
81	1.056856
82	1.051373
83	1.045115
84	1.037748
85	1.027156
86	1.012019
87	0.99885
88	0.976953
89	0.954238
90	0.933452
91	0.920596
92	0.901351
93	0.862661
94	0.819929
95	0.778115
96	0.73328
97	0.68286
98	0.628162
99	0.577693
100	0.554394
