normalized_position	All_Reads.normalized_coverage
0	0.585111
1	0.634584
2	0.670153
3	0.699918
4	0.73875
5	0.782567
6	0.817181
7	0.852403
8	0.884981
9	0.913527
10	0.938073
11	0.954155
12	0.967841
13	0.977144
14	0.98566
15	0.996854
16	1.013859
17	1.014209
18	1.020614
19	1.024079
20	1.029607
21	1.033785
22	1.035215
23	1.029498
24	1.02016
25	1.011319
26	1.00423
27	1.000506
28	0.995293
29	0.995255
30	0.993845
31	0.996164
32	1.002202
33	0.999634
34	1.005194
35	1.01045
36	1.015233
37	1.025664
38	1.029285
39	1.038159
40	1.044168
41	1.056148
42	1.05968
43	1.064728
44	1.069629
45	1.077244
46	1.089401
47	1.093645
48	1.093891
49	1.095161
50	1.101051
51	1.100731
52	1.098353
53	1.092938
54	1.086642
55	1.089953
56	1.09264
57	1.09895
58	1.102973
59	1.106831
60	1.104867
61	1.101659
62	1.097462
63	1.097121
64	1.107883
65	1.117695
66	1.12016
67	1.119982
68	1.129215
69	1.135102
70	1.135862
71	1.133976
72	1.133261
73	1.133431
74	1.131373
75	1.124509
76	1.119308
77	1.115012
78	1.110727
79	1.106385
80	1.091635
81	1.077761
82	1.060131
83	1.044257
84	1.03835
85	1.030291
86	1.013834
87	1.001734
88	0.983837
89	0.958592
90	0.939178
91	0.920191
92	0.886831
93	0.852394
94	0.818915
95	0.784315
96	0.744551
97	0.697373
98	0.655393
99	0.615964
100	0.584288
