normalized_position	All_Reads.normalized_coverage
0	0.884426
1	0.947178
2	1.0132
3	1.049422
4	1.078008
5	1.116222
6	1.138584
7	1.169655
8	1.188897
9	1.208842
10	1.228187
11	1.234565
12	1.225673
13	1.211383
14	1.198484
15	1.192855
16	1.184616
17	1.17496
18	1.171691
19	1.172331
20	1.162
21	1.153332
22	1.149421
23	1.140663
24	1.126276
25	1.107351
26	1.093136
27	1.082351
28	1.070955
29	1.059912
30	1.054652
31	1.05573
32	1.047881
33	1.03559
34	1.025349
35	1.021845
36	1.020924
37	1.006718
38	0.997197
39	0.984776
40	0.979345
41	0.97776
42	0.963867
43	0.95841
44	0.949501
45	0.950466
46	0.949219
47	0.946548
48	0.929953
49	0.924136
50	0.928539
51	0.938572
52	0.934396
53	0.931148
54	0.925773
55	0.922524
56	0.910736
57	0.905882
58	0.896479
59	0.883516
60	0.905085
61	0.924022
62	0.928122
63	0.925708
64	0.903722
65	0.894234
66	0.887389
67	0.882114
68	0.882958
69	0.884858
70	0.894963
71	0.898231
72	0.906252
73	0.899315
74	0.899325
75	0.900215
76	0.899257
77	0.901146
78	0.915289
79	0.915803
80	0.922051
81	0.941383
82	0.95344
83	0.961565
84	0.966395
85	0.973585
86	0.970814
87	0.975973
88	0.971012
89	0.965216
90	0.969783
91	0.976435
92	0.979179
93	0.975015
94	0.955304
95	0.948488
96	0.938902
97	0.92483
98	0.90392
99	0.889931
100	0.895737
