normalized_position	All_Reads.normalized_coverage
0	0.789062
1	0.811694
2	0.858422
3	0.903995
4	0.942704
5	0.982925
6	1.004518
7	1.002493
8	1.02092
9	1.053955
10	1.076526
11	1.087168
12	1.09458
13	1.10295
14	1.101886
15	1.117037
16	1.129883
17	1.122519
18	1.122269
19	1.115434
20	1.116001
21	1.117732
22	1.109918
23	1.115278
24	1.126906
25	1.109817
26	1.089457
27	1.076604
28	1.065517
29	1.047141
30	1.033606
31	1.031171
32	1.021055
33	1.022908
34	1.010393
35	1.006951
36	1.011924
37	0.992346
38	0.981307
39	0.985158
40	0.989019
41	0.989709
42	0.983094
43	0.988705
44	0.980189
45	0.976841
46	0.98175
47	0.972739
48	0.966452
49	0.964334
50	0.964816
51	0.970571
52	0.964246
53	0.957006
54	0.953851
55	0.940411
56	0.951079
57	0.955113
58	0.979385
59	1.009188
60	1.025005
61	1.036936
62	1.020145
63	1.008747
64	0.997291
65	0.99845
66	0.993883
67	0.979852
68	0.982358
69	0.995295
70	1.008988
71	1.017333
72	1.004127
73	1.00984
74	1.00334
75	1.017604
76	1.023963
77	1.032804
78	1.02489
79	1.016311
80	1.024062
81	1.022211
82	1.007856
83	1.005353
84	0.995826
85	0.988216
86	0.973308
87	0.97132
88	0.980038
89	0.96836
90	0.960573
91	0.952016
92	0.937253
93	0.921648
94	0.896964
95	0.887161
96	0.868219
97	0.85649
98	0.830634
99	0.807871
100	0.821736
