normalized_position	All_Reads.normalized_coverage
0	0.779468
1	0.868428
2	0.934131
3	0.978781
4	1.031509
5	1.088776
6	1.136889
7	1.175855
8	1.200485
9	1.220054
10	1.224943
11	1.223592
12	1.215926
13	1.204287
14	1.205087
15	1.189893
16	1.168951
17	1.151232
18	1.137976
19	1.119949
20	1.112279
21	1.104272
22	1.088088
23	1.075341
24	1.068773
25	1.062332
26	1.061291
27	1.056451
28	1.053194
29	1.047801
30	1.043963
31	1.044286
32	1.041988
33	1.04252
34	1.048286
35	1.057094
36	1.062196
37	1.067107
38	1.064475
39	1.054098
40	1.050402
41	1.05014
42	1.037563
43	1.025153
44	1.023355
45	1.025436
46	1.02511
47	1.027923
48	1.02765
49	1.022956
50	1.016391
51	1.014785
52	1.004271
53	0.99192
54	0.977293
55	0.964147
56	0.96137
57	0.959287
58	0.962745
59	0.960026
60	0.959754
61	0.962982
62	0.969339
63	0.973965
64	0.976108
65	0.974569
66	0.971172
67	0.976698
68	0.976585
69	0.970907
70	0.958828
71	0.959047
72	0.959477
73	0.961779
74	0.971181
75	0.974878
76	0.971494
77	0.959266
78	0.95129
79	0.947489
80	0.945295
81	0.945992
82	0.945184
83	0.939924
84	0.93981
85	0.937582
86	0.931122
87	0.919734
88	0.910638
89	0.9056
90	0.892907
91	0.883662
92	0.870684
93	0.84813
94	0.816135
95	0.780042
96	0.743495
97	0.704541
98	0.665719
99	0.630476
100	0.61089
