normalized_position	All_Reads.normalized_coverage
0	0.826933
1	0.86729
2	0.907223
3	0.938791
4	0.96939
5	0.999776
6	1.023255
7	1.042418
8	1.062411
9	1.078049
10	1.09328
11	1.103518
12	1.105036
13	1.103569
14	1.10283
15	1.100653
16	1.098212
17	1.098159
18	1.098049
19	1.095304
20	1.093197
21	1.092643
22	1.095414
23	1.094262
24	1.090465
25	1.071627
26	1.054913
27	1.046369
28	1.041424
29	1.032634
30	1.023999
31	1.026207
32	1.025388
33	1.019223
34	1.010264
35	1.00248
36	0.997369
37	0.991101
38	0.987554
39	0.988336
40	0.986531
41	0.984854
42	0.981473
43	0.97717
44	0.972458
45	0.97038
46	0.971739
47	0.968984
48	0.969102
49	0.970963
50	0.968962
51	0.971479
52	0.974352
53	0.976345
54	0.980457
55	0.987132
56	0.992699
57	0.994414
58	0.996119
59	0.998944
60	1.004052
61	1.010775
62	1.011839
63	1.008677
64	0.997278
65	0.991378
66	0.988598
67	0.983954
68	0.983335
69	0.980354
70	0.976472
71	0.970768
72	0.967017
73	0.967577
74	0.968612
75	0.96834
76	0.972642
77	0.973371
78	0.969723
79	0.962032
80	0.959645
81	0.961674
82	0.964171
83	0.964063
84	0.966122
85	0.971523
86	0.972042
87	0.976366
88	0.979252
89	0.978643
90	0.980232
91	0.977414
92	0.971115
93	0.968685
94	0.964558
95	0.960194
96	0.950438
97	0.934883
98	0.919472
99	0.906164
100	0.898011
