normalized_position	All_Reads.normalized_coverage
0	0.918649
1	0.965034
2	1.013591
3	1.051421
4	1.088554
5	1.121826
6	1.147576
7	1.166809
8	1.186566
9	1.196013
10	1.205121
11	1.201887
12	1.191323
13	1.180175
14	1.170245
15	1.161635
16	1.152718
17	1.14627
18	1.141171
19	1.132069
20	1.125321
21	1.117882
22	1.113823
23	1.103826
24	1.093333
25	1.081811
26	1.072708
27	1.069286
28	1.064706
29	1.052899
30	1.046766
31	1.047438
32	1.047595
33	1.04531
34	1.040829
35	1.034414
36	1.030316
37	1.021973
38	1.011524
39	1.005722
40	1.000423
41	0.997361
42	0.98897
43	0.979525
44	0.97677
45	0.975217
46	0.975135
47	0.972424
48	0.969078
49	0.962
50	0.953532
51	0.948604
52	0.94355
53	0.939472
54	0.938682
55	0.936516
56	0.936112
57	0.936083
58	0.933913
59	0.93404
60	0.935643
61	0.935531
62	0.931299
63	0.926422
64	0.918897
65	0.918465
66	0.921046
67	0.918575
68	0.917924
69	0.918216
70	0.917599
71	0.917332
72	0.917857
73	0.922629
74	0.924323
75	0.925978
76	0.926806
77	0.927205
78	0.925403
79	0.91904
80	0.916896
81	0.919029
82	0.921533
83	0.925513
84	0.930961
85	0.942899
86	0.951892
87	0.95519
88	0.955469
89	0.954137
90	0.955325
91	0.954387
92	0.948964
93	0.942462
94	0.934612
95	0.924842
96	0.914644
97	0.901646
98	0.883467
99	0.87325
100	0.874491
