normalized_position	All_Reads.normalized_coverage
0	1.039201
1	1.072473
2	1.073642
3	1.098997
4	1.134203
5	1.1524
6	1.121718
7	1.144887
8	1.18251
9	1.167174
10	1.146081
11	1.115882
12	1.085234
13	1.079644
14	1.131124
15	1.175822
16	1.16917
17	1.147942
18	1.120924
19	1.10142
20	1.054609
21	1.022208
22	1.028469
23	0.991816
24	0.960934
25	0.941725
26	0.943183
27	0.937409
28	0.948417
29	0.970686
30	0.977202
31	0.992781
32	1.017898
33	1.005468
34	0.96254
35	0.927134
36	0.937966
37	0.945968
38	0.941793
39	0.916474
40	0.908066
41	0.90252
42	0.90288
43	0.888579
44	0.91096
45	0.928646
46	0.940633
47	0.934731
48	0.959419
49	0.950426
50	0.952925
51	0.965133
52	0.995798
53	0.992807
54	0.982997
55	0.991201
56	1.003452
57	1.029489
58	1.023492
59	1.040547
60	1.044606
61	1.038026
62	1.014238
63	1.022483
64	0.978809
65	0.977269
66	0.991524
67	0.976714
68	0.946731
69	0.915347
70	0.887719
71	0.866338
72	0.843574
73	0.87479
74	0.907086
75	0.939803
76	0.96709
77	0.97544
78	0.973508
79	0.968653
80	0.963097
81	0.934086
82	0.908673
83	0.929095
84	0.948384
85	0.93631
86	0.938425
87	0.942231
88	0.939223
89	0.929263
90	0.938424
91	0.96119
92	0.95113
93	0.996482
94	1.041866
95	1.082934
96	1.101364
97	1.098088
98	1.096511
99	1.111988
100	1.112538
