normalized_position	All_Reads.normalized_coverage
0	0.549664
1	0.651869
2	0.750045
3	0.834518
4	0.955758
5	1.030769
6	1.064167
7	1.140733
8	1.195277
9	1.24149
10	1.315056
11	1.356839
12	1.395244
13	1.392965
14	1.374082
15	1.341163
16	1.299819
17	1.289903
18	1.247538
19	1.218971
20	1.208826
21	1.232905
22	1.246995
23	1.231802
24	1.196427
25	1.160104
26	1.159047
27	1.161452
28	1.146044
29	1.156058
30	1.131363
31	1.108829
32	1.062146
33	1.01688
34	1.014848
35	0.993801
36	1.002793
37	1.002529
38	1.037211
39	1.03827
40	1.037644
41	1.053607
42	1.030895
43	1.058248
44	1.036062
45	0.99524
46	0.997665
47	1.01406
48	1.023163
49	1.02278
50	1.018515
51	1.006587
52	1.010204
53	1.022578
54	1.06354
55	1.047858
56	1.018274
57	1.013159
58	0.99127
59	0.989199
60	0.989469
61	0.971563
62	0.9527
63	0.941217
64	0.936893
65	0.962286
66	0.95396
67	0.965129
68	0.986868
69	0.971551
70	0.980105
71	0.989451
72	1.005753
73	0.994361
74	0.982253
75	0.990224
76	0.940481
77	0.908605
78	0.875021
79	0.849325
80	0.835946
81	0.843459
82	0.83798
83	0.837996
84	0.859498
85	0.864205
86	0.839255
87	0.834416
88	0.82727
89	0.834722
90	0.817296
91	0.836698
92	0.805901
93	0.7699
94	0.728219
95	0.704838
96	0.659682
97	0.639565
98	0.598599
99	0.553419
100	0.507602
