normalized_position	All_Reads.normalized_coverage
0	0.809533
1	0.840079
2	0.869366
3	0.89534
4	0.936158
5	0.969508
6	0.984163
7	1.006701
8	1.018708
9	1.036735
10	1.045266
11	1.055672
12	1.064996
13	1.077537
14	1.079486
15	1.088644
16	1.092972
17	1.08031
18	1.081831
19	1.097997
20	1.098575
21	1.091733
22	1.098028
23	1.096836
24	1.082742
25	1.05905
26	1.043724
27	1.041682
28	1.043039
29	1.034571
30	1.025245
31	1.017614
32	1.010779
33	1.016866
34	1.017725
35	1.008346
36	1.009587
37	1.000452
38	0.994845
39	0.992346
40	0.989637
41	0.976084
42	0.970409
43	0.979705
44	0.97512
45	0.973542
46	0.976297
47	0.978423
48	0.982389
49	0.995571
50	0.995251
51	1.001753
52	1.010877
53	1.01741
54	1.015814
55	1.018803
56	1.029235
57	1.032099
58	1.033358
59	1.041197
60	1.04494
61	1.050944
62	1.044018
63	1.032662
64	1.013039
65	0.997638
66	1.000662
67	0.98886
68	0.984182
69	0.975998
70	0.968063
71	0.957892
72	0.948974
73	0.948834
74	0.942529
75	0.937063
76	0.932662
77	0.940677
78	0.954045
79	0.948527
80	0.944815
81	0.948832
82	0.957191
83	0.970508
84	0.985627
85	0.990692
86	1.003334
87	1.010759
88	1.000201
89	0.98233
90	0.978552
91	0.976757
92	0.975604
93	0.96487
94	0.961925
95	0.958854
96	0.956089
97	0.957505
98	0.951983
99	0.94233
100	0.949566
