normalized_position	All_Reads.normalized_coverage
0	0.995004
1	1.04561
2	1.084843
3	1.114298
4	1.14089
5	1.167981
6	1.193574
7	1.200634
8	1.221289
9	1.232653
10	1.235338
11	1.235342
12	1.227837
13	1.213439
14	1.212481
15	1.210736
16	1.206436
17	1.203884
18	1.189121
19	1.171859
20	1.161238
21	1.14624
22	1.128261
23	1.105595
24	1.095435
25	1.087627
26	1.08328
27	1.077729
28	1.063412
29	1.052369
30	1.035719
31	1.028508
32	1.032031
33	1.031878
34	1.023203
35	1.016526
36	1.006063
37	1.00532
38	1.012327
39	1.012095
40	1.005303
41	1.005546
42	0.99686
43	0.98392
44	0.977838
45	0.973557
46	0.970944
47	0.963006
48	0.963431
49	0.965521
50	0.966355
51	0.96517
52	0.951902
53	0.944777
54	0.946036
55	0.955596
56	0.958156
57	0.959046
58	0.957182
59	0.942315
60	0.929546
61	0.926376
62	0.917851
63	0.921605
64	0.920909
65	0.91734
66	0.912493
67	0.911685
68	0.90463
69	0.8948
70	0.887336
71	0.87881
72	0.873802
73	0.877844
74	0.875508
75	0.870303
76	0.871162
77	0.870051
78	0.875988
79	0.878756
80	0.879841
81	0.885405
82	0.897595
83	0.910823
84	0.914156
85	0.923994
86	0.925728
87	0.927052
88	0.925252
89	0.920321
90	0.913138
91	0.913451
92	0.912869
93	0.912241
94	0.904408
95	0.904279
96	0.892904
97	0.885216
98	0.877314
99	0.872362
100	0.873039
