normalized_position	All_Reads.normalized_coverage
0	0.665428
1	0.737324
2	0.793556
3	0.833864
4	0.879573
5	0.936013
6	0.981975
7	1.014203
8	1.046263
9	1.068815
10	1.088834
11	1.108829
12	1.125009
13	1.125901
14	1.134179
15	1.143362
16	1.142244
17	1.130611
18	1.126102
19	1.120654
20	1.125358
21	1.132809
22	1.121742
23	1.109385
24	1.100854
25	1.095087
26	1.092649
27	1.087535
28	1.088717
29	1.085463
30	1.081627
31	1.078404
32	1.079498
33	1.074236
34	1.075343
35	1.082197
36	1.087819
37	1.100784
38	1.104555
39	1.096507
40	1.092372
41	1.093069
42	1.088016
43	1.08547
44	1.082363
45	1.073022
46	1.063601
47	1.063501
48	1.065066
49	1.068216
50	1.063795
51	1.055693
52	1.042394
53	1.027767
54	1.013994
55	1.004566
56	1.012996
57	1.021418
58	1.01843
59	1.021511
60	1.018609
61	1.020013
62	1.02954
63	1.038821
64	1.039428
65	1.038793
66	1.044207
67	1.047363
68	1.043478
69	1.039075
70	1.03464
71	1.03183
72	1.029998
73	1.023374
74	1.02273
75	1.020832
76	1.005227
77	0.99223
78	0.983648
79	0.975634
80	0.970304
81	0.965762
82	0.95509
83	0.945222
84	0.933209
85	0.91798
86	0.905066
87	0.894742
88	0.876067
89	0.85981
90	0.838941
91	0.827536
92	0.811745
93	0.786388
94	0.750832
95	0.715923
96	0.68212
97	0.646994
98	0.605281
99	0.569843
100	0.555749
