normalized_position	All_Reads.normalized_coverage
0	0.618237
1	0.676323
2	0.726107
3	0.773556
4	0.82436
5	0.876745
6	0.922332
7	0.967653
8	1.004306
9	1.036331
10	1.060753
11	1.074476
12	1.078049
13	1.077393
14	1.075348
15	1.079833
16	1.087283
17	1.085746
18	1.084247
19	1.087566
20	1.090951
21	1.092296
22	1.085638
23	1.08039
24	1.073027
25	1.063139
26	1.051302
27	1.041467
28	1.033336
29	1.026276
30	1.018144
31	1.013938
32	1.014345
33	1.016875
34	1.023071
35	1.030184
36	1.030788
37	1.032311
38	1.034552
39	1.037845
40	1.042118
41	1.046232
42	1.047729
43	1.053673
44	1.058777
45	1.064469
46	1.068406
47	1.064774
48	1.061471
49	1.062368
50	1.062697
51	1.066177
52	1.066786
53	1.065056
54	1.062689
55	1.061544
56	1.055818
57	1.056182
58	1.058637
59	1.061807
60	1.064702
61	1.067827
62	1.068868
63	1.066627
64	1.070329
65	1.073877
66	1.076559
67	1.081307
68	1.083929
69	1.08011
70	1.078708
71	1.077483
72	1.073028
73	1.071329
74	1.064534
75	1.050325
76	1.037836
77	1.03007
78	1.02561
79	1.02501
80	1.015061
81	1.010109
82	1.002338
83	0.991181
84	0.983968
85	0.974869
86	0.968356
87	0.961222
88	0.949659
89	0.931737
90	0.909562
91	0.886735
92	0.860934
93	0.830751
94	0.799257
95	0.76544
96	0.727073
97	0.686798
98	0.643331
99	0.602711
100	0.581758
