normalized_position	All_Reads.normalized_coverage
0	0.811375
1	0.84892
2	0.888868
3	0.927594
4	0.965973
5	0.997641
6	1.017092
7	1.032507
8	1.0535
9	1.068972
10	1.086209
11	1.098206
12	1.100235
13	1.101884
14	1.103991
15	1.105225
16	1.104795
17	1.105971
18	1.109379
19	1.107526
20	1.103439
21	1.099851
22	1.101317
23	1.097389
24	1.088774
25	1.072812
26	1.05589
27	1.050666
28	1.046851
29	1.038319
30	1.036179
31	1.03839
32	1.040245
33	1.03674
34	1.028138
35	1.02002
36	1.013952
37	1.003978
38	0.99584
39	0.993607
40	0.993145
41	0.992801
42	0.992289
43	0.986315
44	0.980207
45	0.979574
46	0.985166
47	0.987896
48	0.993542
49	0.996652
50	0.991833
51	0.988475
52	0.988645
53	0.987155
54	0.989809
55	0.994152
56	0.993619
57	0.990625
58	0.986759
59	0.983779
60	0.991115
61	1.00058
62	0.999476
63	0.989197
64	0.969315
65	0.964324
66	0.964855
67	0.960606
68	0.959645
69	0.956998
70	0.953891
71	0.952574
72	0.953347
73	0.956739
74	0.958147
75	0.963938
76	0.974131
77	0.973783
78	0.96985
79	0.959584
80	0.962721
81	0.966694
82	0.973127
83	0.976065
84	0.973866
85	0.979467
86	0.979276
87	0.980192
88	0.982655
89	0.980926
90	0.98065
91	0.977059
92	0.968844
93	0.968823
94	0.960809
95	0.953629
96	0.941726
97	0.926771
98	0.906336
99	0.887489
100	0.878835
