normalized_position	All_Reads.normalized_coverage
0	0.61911
1	0.67067
2	0.718173
3	0.763215
4	0.824911
5	0.891504
6	0.935724
7	0.968086
8	0.996213
9	1.028811
10	1.048683
11	1.064812
12	1.081535
13	1.093247
14	1.089358
15	1.089311
16	1.088644
17	1.090565
18	1.093985
19	1.088888
20	1.078116
21	1.068945
22	1.064762
23	1.065465
24	1.077798
25	1.074627
26	1.056096
27	1.026408
28	1.013653
29	1.016085
30	0.999128
31	0.982954
32	0.977175
33	0.9849
34	0.981231
35	0.995142
36	1.002676
37	1.006272
38	1.004468
39	0.995469
40	0.988249
41	0.98118
42	0.98295
43	0.992942
44	1.004937
45	1.008709
46	1.001889
47	0.998422
48	0.99533
49	0.991373
50	0.992023
51	1.000403
52	0.997296
53	0.99126
54	0.985336
55	0.988358
56	0.995558
57	1.004909
58	1.015813
59	1.021786
60	1.025668
61	1.028676
62	1.022685
63	1.020273
64	1.034378
65	1.050686
66	1.053627
67	1.055243
68	1.061413
69	1.062652
70	1.056947
71	1.052881
72	1.059526
73	1.070949
74	1.076277
75	1.075786
76	1.084063
77	1.082897
78	1.085762
79	1.079304
80	1.093599
81	1.105394
82	1.094776
83	1.078049
84	1.061074
85	1.052001
86	1.055826
87	1.04434
88	1.033956
89	1.021992
90	1.00497
91	0.983506
92	0.955829
93	0.918214
94	0.897284
95	0.866685
96	0.824863
97	0.776079
98	0.720061
99	0.657957
100	0.614635
