normalized_position	All_Reads.normalized_coverage
0	0.67257
1	0.745674
2	0.801266
3	0.843959
4	0.907699
5	0.965399
6	1.009803
7	1.040273
8	1.066598
9	1.092043
10	1.112779
11	1.121588
12	1.128028
13	1.122547
14	1.123724
15	1.129157
16	1.118747
17	1.105567
18	1.106136
19	1.101097
20	1.112554
21	1.110872
22	1.09597
23	1.082105
24	1.095415
25	1.102107
26	1.105361
27	1.105452
28	1.092583
29	1.076406
30	1.076807
31	1.070099
32	1.069502
33	1.0653
34	1.057851
35	1.055399
36	1.048769
37	1.055945
38	1.054344
39	1.055889
40	1.060077
41	1.071109
42	1.07869
43	1.087015
44	1.091409
45	1.08696
46	1.083161
47	1.077511
48	1.065706
49	1.053368
50	1.04093
51	1.034386
52	1.020209
53	1.01604
54	1.001771
55	0.987523
56	0.989554
57	0.991525
58	1.006237
59	1.012649
60	1.022767
61	1.025478
62	1.023405
63	1.018229
64	1.02749
65	1.027637
66	1.03223
67	1.054733
68	1.045904
69	1.037329
70	1.029413
71	1.031318
72	1.018718
73	1.001056
74	1.004581
75	0.997651
76	0.992525
77	0.995324
78	0.984973
79	0.97741
80	0.976261
81	0.968866
82	0.965084
83	0.952304
84	0.945828
85	0.938013
86	0.92619
87	0.912848
88	0.893458
89	0.888566
90	0.881039
91	0.866619
92	0.860096
93	0.826491
94	0.791293
95	0.750643
96	0.716387
97	0.684608
98	0.641118
99	0.60116
100	0.577411
