normalized_position	All_Reads.normalized_coverage
0	0.643857
1	0.677385
2	0.714084
3	0.762303
4	0.805115
5	0.861172
6	0.901031
7	0.917244
8	0.937623
9	0.960799
10	1.014698
11	1.044365
12	1.064341
13	1.088494
14	1.083444
15	1.106073
16	1.099287
17	1.106685
18	1.107825
19	1.09707
20	1.092293
21	1.058686
22	1.027335
23	1.011306
24	0.994843
25	0.980348
26	0.951901
27	0.927891
28	0.91448
29	0.894279
30	0.883173
31	0.861875
32	0.852405
33	0.882875
34	0.910096
35	0.91848
36	0.912007
37	0.915405
38	0.929579
39	0.945004
40	0.956691
41	0.973635
42	0.992986
43	1.003866
44	1.022917
45	1.031703
46	1.027931
47	1.036702
48	1.052951
49	1.073798
50	1.063033
51	1.031131
52	1.030877
53	1.057003
54	1.047142
55	1.049558
56	1.063888
57	1.077249
58	1.080636
59	1.079896
60	1.086443
61	1.099043
62	1.082598
63	1.114267
64	1.130881
65	1.128159
66	1.141878
67	1.156121
68	1.162337
69	1.183656
70	1.182933
71	1.17376
72	1.179556
73	1.169001
74	1.177356
75	1.184651
76	1.180391
77	1.143741
78	1.129804
79	1.126137
80	1.117548
81	1.08542
82	1.071095
83	1.053113
84	1.035678
85	1.010155
86	0.975012
87	0.981003
88	0.975861
89	0.985364
90	0.984015
91	0.957256
92	0.933598
93	0.896501
94	0.866116
95	0.839364
96	0.792588
97	0.708912
98	0.648824
99	0.612964
100	0.593966
