species	MHS475	MHS474	MHS473	MHS477	MHS476	MHS499	MHS498	MHS497	MHS501	MHS484	MHS483	MHS486	MHS485	MHS504	MHS503	MHS502	MHS505	MHS508	MHS507	MHS448	MHS447	MHS446	MHS450	MHS449	MHS592	MHS513	MHS452	MHS451	MHS454	MHS453	MHS517	MHS521	MHS493	MHS492	MHS495	MHS525	MHS523	MHS530	MHS529	MHS528	MHS532	MHS531	MHS457	MHS456	MHS455	MHS459	MHS458	MHS540	MHS539	MHS538	MHS542	MHS541	MHS480	MHS479	MHS478	MHS482	MHS481	MHS544	MHS543	MHS547	MHS546	MHS461	MHS460	MHS462	MHS567	MHS564	MHS569	MHS568	MHS489	MHS488	MHS487	MHS491	MHS490	MHS549	MHS553	MHS551	MHS465	MHS464	MHS463	MHS467	MHS466	MHS560	MHS469	MHS471	MHS468	MHS472	MHS535	MHS534	MHS533	MHS536	MHS556	MHS555	MHS554	MHS571	MHS572	MHS570	MHS574	MHS573	MHS576	MHS577	MHS575	MHS578
Dermacoccus_nishinomiyaensis	0	0	0	0	0	0	0	0	0	0	0	  32431	0	 390078	170507	 185404	1705485	0	0	0	0	0	0	  11393	0	0	0	0	0	   8409	0	0	0	0	0	0	0	  38492	0	   4405	  12703	  67505	  1554	0	0	0	 13575	0	0	0	  2414	0	0	0	0	0	0	0	0	0	  25184	0	0	0	0	0	  13142	0	   9934	0	 12069	 251740	  56500	  8890	   7677	  50131	149804	  64049	   6518	   7660	 544236	0	0	0	0	0	0	0	0	0	  9789	0	0	   473	0	0	0	0	  55150	   5335	  1935	  72036
Chroococcidiopsis_thermalis	0	0	0	0	0	0	0	0	0	0	0	  40959	0	0	0	0	0	0	0	0	0	0	  9763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  4294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   5834	0	0	0	0	0	0	0	0	0	0	0	0	   9048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calothrix_sp._PCC_7716	0	0	0	0	0	0	0	0	0	0	0	   9340	0	0	0	0	0	0	0	0	0	0	 15154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium_taklimakanense	0	0	0	0	0	0	0	0	0	0	0	 567565	0	0	0	0	0	0	0	  27716	0	0	414934	  16359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   7967	0	0	0	0	  6860	0	0	0	0	   726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 112105	0	0	0	0	  2540	0	0	0	   8924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   5636	0	0	   8070
Actinomyces_sp._oral_taxon_171	0	0	0	0	0	0	0	0	0	0	0	0	  13034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  11011	0	0	0	0	   9762	0	0	0	0	0	0	0	  1780	0	0	0	  5538	0	0	0	0	0	0	0	0	0	  21833	0	0	0	   9096	0	0	0	0	  12166	   9380	  10115	0	0	0	0	   5317	0	0	0	  3497	0	0	0	   5323	0	0	0	0	0	0	0	0	0	0	0	0	   286	0	0	0	  40950	   4244	0	0	  13293
Actinomyces_sp._HMT_175	0	0	0	0	0	0	0	0	0	0	0	0	   5259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   8836	0	0	0	0	  12960	0	0	0	0	0	0	0	   568	0	0	0	  4642	0	0	0	0	0	0	0	0	0	0	0	0	0	  13724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  2687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   537	0	0	0	  32046	0	0	0	   8103
Actinomyces_oris	0	0	0	0	0	0	0	0	0	0	0	0	  12450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   6803	0	0	0	0	  25888	0	0	0	0	0	0	0	  1453	0	0	0	 14694	0	0	0	0	0	0	0	0	0	  17191	0	0	0	  55230	0	0	   5357	0	   7525	   7643	  10660	0	0	0	0	   3186	0	0	0	 12353	0	0	0	  18077	0	0	0	0	0	0	0	0	0	0	0	0	   799	0	0	0	  53982	  10847	0	0	  25910
Actinomyces_viscosus	0	0	0	0	0	0	0	0	0	0	0	0	  11027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   455	0	0	0	  2811	0	0	0	0	0	0	0	0	0	0	0	0	0	   6660	0	0	0	0	0	0	0	0	0	0	0	   4157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   5502	0	0	0	0
Streptococcus_sp._oral_taxon_061	0	0	0	0	0	0	0	0	0	0	0	0	   9003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  14662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 23959	0	0	0	   7128	0	0	0	0	0	0	0	  13411	0	0	0	   9540
Streptococcus_intermedius	0	0	0	0	0	0	0	0	0	0	0	0	  13368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	   9060	0	0	0	0	0	0	0	      15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   3647	   576	0	0	0	0	0	0	0	0	0	0	0	0	0	  14417	0	0	0	   3952	0	0	   4736	0	0	   5412	   5384	0	0	0	0	0	0	0	0	0	0	0	0	   6244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  17568	  10679	0	0	  28402
Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	   6301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   595	0	0	0	0	0	0	0	0	0	0	0	0	0	  14890	0	0	0	   4790	0	0	   5516	0	   2499	   5587	   5547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  16011	0	0	0	0
Streptococcus_ilei	0	0	0	0	0	0	0	0	0	0	0	0	   5552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  15973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	   4040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   9948	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacterium_radiotolerans	0	0	0	0	0	0	0	0	0	0	0	0	   5667	0	0	0	0	0	0	0	0	0	0	0	  65450	  879	  19093	0	  12535	  44389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  13177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  1757	0
Neisseria_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	   7091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  31224	0	0	0	0	0	0	0	0	0	0	   563	0	0	0	0	0	0	0	0	   2726	0	0	0	0	  15466	0	0	0	0	0	0	   5432	0	0	   6833	   5234	0	0	0	0	   5752	0	0	0	0	0	0	0	0	0	0	0	0	 77398	0	0	0	  11398	0	0	0	0	0	0	0	  15755	   6455	0	0	  25760
Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	  13797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   522	0	0	0	  3145	0	0	0	0	0	0	0	0	0	0	0	0	0	   6843	0	0	0	0	0	0	0	0	0	0	0	   9444	0	0	0	0	0	0	0	0	0	0	0	0	  7737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   6961
Fusobacterium_pseudoperiodonticum	0	0	0	0	0	0	0	0	0	0	0	0	  11967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  14366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  10808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  12914	0	0	0	0	0	0	0	0	0	0	0	0	 13399	0	0	0	  17013	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_glucuronolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  2204	0	  36927	0	0	0	0	0	 12006	0	  10299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  3580	0	0	0	0	0	0	0	0	0	0	0
Aspergillus_chevalieri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   3133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   726	0	0	  7255	  3988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  1683	0	0	0	  34609	   9108	0	0	0
Geodermatophilus_obscurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   5478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermabacter_jinjuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  46471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   5522	0	0	0	0	 23835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  12503
Corynebacterium_coyleae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  17177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  6745	0	0	0	  40827	0	0	0	0	0	0	0	0	  32197	0	0	0	   317	0	0	0	0	0	0	0	  44100
Corynebacterium_simulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  10610	0	0	0	0	0	 20265	  11138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   9084	0	0	0	0	0	0	   8644	0	0	0	0	0	0	0	0	   8835	  2926	0	  13128	0	0	0	0	0	  3357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  33637	0	0	0	0	0
Peptoniphilus_harei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   6496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  4963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   7286	0	0	0	0	0	0	  59824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  64005	0	   2059	0	0	  24552	0	0	0	0	0	1817681	0	0	0	0	0	0	0	0	0	  6115	0	0	0	   9863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacterium_sp._17Sr1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   7912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asticcacaulis_excentricus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   5714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysobacter_sp._CJ11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   5784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium_saurashtrense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   3743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   9456	0	0	0	0	  5619	0	0	0	0	  1488	0	0	0	0	  27313	0	0	0	0	0	0	0	   4639	0	0	0	0	0	0	0	0	0	  4852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium_sp._CS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   4121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  7993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 24031	   6412	 152320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_dioxanotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  14737	0	0	  8884	  14247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   514	0	0	0	0	0	0	0	0	  33612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_radioresistens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  10908	0	0	0	   9391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	    51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_grossiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344845	0	0	0	0	0	0	   7463	0	0	0	0	0	0	0	0	0	0	0	0	   670	0	0	106097	  2740	0	0	0	  1796	   3622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 143714	0	0	0	0	  44046	   3675	  4348	  23433	  17094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   402	0	0	0	0	   4309	0	0	0
Mycobacterium_sp._YC-RL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 11984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   2628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_avium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 12601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  2357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_paragordonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 16365	0	0	0	0	0	0	   7556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  3858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  39959	   5382	0	0	0	0	0	0	0	0	0	0	0	0	0	  3369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_gordonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  9326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  3095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteroides_abscessus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122712	0	0	0	0	0	0	0	0	0	0	0	   9252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteroides_chelonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 21316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 27699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   8073	0	0	0	0	0	0	0	0	0	0	0	0	 41692	0	  81023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella_tyrosinosolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  8088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   844	0	0	0	0	0	0	0	0	0	0	0	0	   8370	0	0	0	  17920	0	0	0	  15880	0	0	0	0	0	0	0	0	0	  3191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella_paurometabola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  5798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  10145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrococcus_sp._Marseille-Q4369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  6890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  3069	0	  31500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrococcus_jejuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  7699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  3254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yimella_sp._cx-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  9761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   6277	0	   3830	0	   7459	0	0	0	0	0	0	0	0	   714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  26853	0	0	  17080
Epidermidibacterium_keratini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 14503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  2488	0	0	0	0	   938	0	0	0	0	0	0	0	0	0	0	0	0	   4730	0	0	0	0	0	0	0	  30066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_sp._11-B-312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 16126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  12496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weizmannia_coagulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldibacillus_thermoamylovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	     3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus_radiodurans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 24057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   764	0	0	  5669	   4248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  2027	  17479	  26863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus_sp._NW-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  7585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   2917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus_gobiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  8345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  3259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus_ficus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  7959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  1221	0	0	0	   6385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus_metallilatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  7726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus_actinosclerus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  7554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  9989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacterium_radiodurans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 19586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  38653	0	0	0	0	  3116	0	  1563	0	0	  4449	   5193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  12053	0	0	0	0	0	   3784	0	  10145	  19954	0	0	0	0	0	0	0	0	0	 14480	0	0	0	0	0	0	0	0	0	0	0	0	   5267	   7351	0	0
Methylobacterium_durans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  7850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
