species	MHS475	MHS474	MHS473	MHS477	MHS476	MHS499	MHS498	MHS497	MHS501	MHS484	MHS483	MHS486	MHS485	MHS504	MHS503	MHS502	MHS505	MHS508	MHS507	MHS448	MHS447	MHS446	MHS450	MHS449	MHS592	MHS513	MHS452	MHS451	MHS454	MHS453	MHS517	MHS521	MHS493	MHS492	MHS495	MHS525	MHS523	MHS530	MHS529	MHS528	MHS532	MHS531	MHS457	MHS456	MHS455	MHS459	MHS458	MHS540	MHS539	MHS538	MHS542	MHS541	MHS480	MHS479	MHS478	MHS482	MHS481	MHS544	MHS543	MHS547	MHS546	MHS461	MHS460	MHS462	MHS567	MHS564	MHS569	MHS568	MHS489	MHS488	MHS487	MHS491	MHS490	MHS549	MHS553	MHS551	MHS465	MHS464	MHS463	MHS467	MHS466	MHS560	MHS469	MHS471	MHS468	MHS472	MHS535	MHS534	MHS533	MHS536	MHS556	MHS555	MHS554	MHS571	MHS572	MHS570	MHS574	MHS573	MHS576	MHS577	MHS575	MHS578
Schaalia_odontolytica	0	0	0	0	  18395	0	0	0	0	0	0	0	  17828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   9304	0	  61826	0	0	   9510	0	0	0	0	0	0	0	   648	0	0	0	  2260	0	0	0	0	0	0	0	0	0	  31027	0	0	0	0	0	0	   6669	0	0	  11096	   9057	0	0	0	0	  27241	0	0	0	  2025	0	0	0	   5445	0	  10490	0	0	154363	   981	0	0	  69857	0	0	0	   496	0	0	0	  53373	  12031	0	0	  18059
Staphylococcus_cohnii	0	0	0	0	  10513	0	0	0	  18536	0	0	0	0	0	0	0	0	0	0	0	0	0	 95822	0	0	    9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  28745	0	0	0	0	0	0	0	   9580	0	0	   7449	0	0	0	0	0	0	0	  93557	0	  2602	0	0	  57096	   7963	0	0	0	0	 10665	0	0	0	0	0	0	0	0	0	0	  23323	0	0	0	0	0
Streptococcus_salivarius	0	0	0	0	  15006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  21018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  17630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   2486	   7607	0	0	0	0	0	0	0	0	0	0	0	0	 27658	0	0	0	0	0	0	0	0	0	0	0	  13743	0	0	0	0
Streptococcus_sanguinis	0	0	0	0	   9351	0	0	0	0	0	0	0	   6842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  21779	0	0	0	0	0	0	0	   810	0	0	0	  2516	0	0	0	0	0	0	0	0	0	  39922	0	0	0	  65908	0	0	   5711	0	   9440	  16440	  18104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  25879	   4299	0	0	  16191
Pseudomonas_oryzihabitans	0	0	0	0	   8343	0	0	0	0	0	0	 130278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 13021	0	0	0	 40655	0	0	0	0	0	0	0	0	  21346	0	0	0	0	0	0	0	   5430	0	0	  24898	0	0	0	0	0	0	  2843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  6352	0	0	0	0	0	0	0	   4515	0	 15975	0
Pseudomonas_stutzeri	0	0	0	0	  10069	0	0	0	  14355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 161012	0	   5939	  26396	0	0	0	0	0	0	0	0	0	0	0	0	  4324	0	  30539	  1007	  61328	0	0	0	  88245	0	0	0	0	0	0	0	0	0	0	  17777	0	0	0	0	0	0	0	   9353	0	  3196	0	0	0	0	  8207	0	0	0	0	0	0	0	0	0	0	0	   286	0	0	0	   6742	0	0	0	0
Stenotrophomonas_maltophilia	0	0	0	0	  13560	0	0	   3834	0	0	0	0	0	0	0	0	  12562	0	0	0	0	0	 14307	0	0	0	0	0	0	  28774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  4222	0	0	0	0	0	0	0	0	  41936	  13663	0	0	0	0	0	0	  24000	0	0	0	0	0	0	0	0	   6595	0	0	0	  5824	0	0	  12095	   8291	  5825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   4433	0	0	0
Lautropia_mirabilis	0	0	0	0	  11924	0	0	0	0	0	0	0	   5814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  13840	0	0	0	0	0	0	0	  2811	0	0	0	0	0	0	0	0	0	0	0	0	0	  32336	0	0	0	   8746	0	0	  12960	0	0	0	  10140	0	0	0	  12319	  25023	0	0	0	  3887	0	0	0	0	0	0	0	0	0	0	0	0	   6289	0	0	0	0	0	0	0	  36544	0	0	0	  11630
Methylobacterium_currus	0	0	0	0	    450	0	0	0	0	0	0	0	0	0	0	0	   6140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_melaninogenica	0	0	0	0	  13441	0	0	0	0	0	0	0	  10408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 164535	0	0	  27414	0	0	0	0	0	0	0	  1087	0	0	0	  2290	0	0	0	0	   3868	0	0	0	0	  49252	0	0	0	0	0	0	0	0	0	   9973	   6061	0	0	0	0	   7656	0	0	0	0	0	0	0	0	0	  23235	0	0	179393	0	0	0	  52118	0	0	0	0	0	0	0	  38278	0	0	0	  15778
Prevotella_jejuni	0	0	0	0	   8344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  13321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   3359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 57847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malassezia_japonica	0	0	0	0	   8926	  10529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  17162	  7608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   661	0	0	0	  28257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  8140	   2217	   5891	0	0	0	0	0	0	0	0	110430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   5719	0	0	   7597
Kytococcus_sedentarius	0	0	0	0	0	  14123	0	0	  35420	0	0	  33395	0	0	0	0	0	0	   9645	0	0	0	 10206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  23191	0	  1932	0	0	211691	  4244	0	0	0	  2894	0	0	0	0	   8490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  15382	   8184	 66371	  19259	 303584	0	0	0	0	0	  3843	0	0	0	  5734	0	0	0	0	0	0	0	0	0	0	0	0	   5074	0	0	  10388
Gordonia_bronchialis	0	0	0	0	0	  11664	0	0	0	0	0	0	0	0	0	0	  12772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   5309	  1084	0	0	0	  9026	0	0	0	0	0	  23201	0	0	  12879	  28863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 22367	0	0	0	  44499	 13805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   9406	0	0	   8322
Paracoccus_sp._AK26	0	0	0	0	0	  21984	0	0	  25086	0	0	0	0	0	0	0	0	0	0	  12451	0	0	  8038	0	0	0	0	0	0	0	0	  43666	0	   9434	  30956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  32066	0	0	  39018	  24709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 23422	  13184	 118707	0	0	0	0	0	 17718	0	0	0	0	0	0	0	0	0	0	0	  2092	0	   8963	0	  48795	0	0	0	0
Epilithonimonas_vandammei	0	0	0	0	0	  14856	0	0	0	0	0	   9300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  13309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  2901	0	  41118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   8868	0	0	0	0
Malassezia_obtusa	0	0	0	0	0	3484044	0	   4954	  28608	0	0	0	0	0	0	0	0	0	     29	0	0	0	0	0	   4392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   6545	   3539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   4511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	    494	  1955	   8398
Malassezia_furfur	0	0	0	0	0	  53493	0	  11458	0	0	0	0	0	  19512	  1502	  11108	 443060	0	    205	0	0	0	0	0	   5351	0	0	0	0	0	0	0	0	0	0	0	0	 457168	    2232	0	1450392	  44097	  5139	0	0	  1298	 24317	    40	0	0	0	0	  75042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   5921	  15632	0	   216	0	0	0	0	    671	0	0	0	  53624	0	  4231	 389343	0	  1160	0	 65910	0	0	0	0	0	0	   386	0	0	0	   9641	 141414	   9080	 19930	  88129
Malassezia_slooffiae	0	0	0	0	0	  18351	0	   6765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   4549	0	0	0	0	0	0	0	0	0	0	0	0	   8615	0	0	0	  12535	   558	0	0	0	  3379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   9459	  24438	   2332	0	0	   6655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  1494	0	0	0	0	0	0	0	0	0	  2291	0
Malassezia_sympodialis	0	0	0	0	0	  10263	0	   3425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   2398	  31027	  213	0	0	0	 110171	0	0	0	0	0	0	     112	0	    2203	0	0	0	0	0	0	0	0	  2601	   2907	0	   915	  23160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  17226	0	   268	0	 272373	0	0	0	0	0	    323	0	0	  8452	0	     819	0	0	0	0	0	0	  9111	  58370	  18635	0	0	0	0	0	0	0	0	0
Cutibacterium_avidum	0	0	0	0	0	0	0	   3848	0	0	0	0	0	0	0	0	  11181	0	  42875	0	0	  24892	0	0	0	0	0	0	0	0	0	0	0	   8923	0	  14675	0	0	0	  10593	0	0	0	    80	0	0	0	  1207	  25645	  18952	0	   4322	0	0	   9154	0	0	   1606	  19869	0	   5996	0	 10256	0	   16645	0	0	   6461	0	0	0	0	0	0	0	0	  3060	0	   8269	0	   6412	 29634	0	   20809	  1487	  5369	0	0	0	0	  1728	0	   4926	   279	0	0	0	0	   7286	   5808	 48786	   9081
Staphylococcus_pettenkoferi	0	0	0	0	0	0	0	   1958	0	0	0	0	0	0	0	0	0	0	     19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 227871	0	0	0	0	0	0	0	  38360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skermanella_sp._TT6	0	0	0	0	0	0	0	   3058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 100886	0	   7111	  16691	0	0	0	0	0	0	0	0	0	0	0	0	  3817	0	 103298	  1813	  15396	  32932	0	0	  14964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  3587	  13605	0	0	0	0	0	0	0	0	0	0	  7542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_caprae	0	0	0	0	0	0	0	0	  12811	0	0	  19954	0	0	0	0	0	0	0	0	0	0	0	0	0	    8	0	0	0	0	0	 702233	0	0	0	0	0	0	0	0	  21932	0	0	0	0	  4580	0	0	0	0	  2465	0	0	0	0	0	0	0	0	0	0	0	0	   3990	0	0	 426297	0	0	0	0	   9540	0	0	  12851	0	0	0	0	  11871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  24671	0	0	0	0	0
Corynebacterium_striatum	0	0	0	0	0	0	0	0	  46943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 64728	0	0	0	0	0	0	0	0	0	0	 103706	0	   4539	0	0	  10136
Rhodococcus_sp._PBTS_1	0	0	0	0	0	0	0	0	  13246	0	0	0	0	0	0	0	0	0	0	0	0	0	590226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  5695	0	0	0	0	  3809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   4980	0	   8906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria_palustris	0	0	0	0	0	0	0	0	  16345	0	0	  30709	0	0	0	0	0	0	0	0	0	0	 81522	0	0	0	0	0	0	0	0	  14066	0	0	0	0	0	0	0	0	  64993	0	   653	0	0	 22316	  2214	0	0	0	  5103	0	0	0	0	  57883	0	0	0	0	0	0	0	  22483	0	0	  47335	0	0	0	   635	 125222	0	0	 247045	0	0	0	0	0	0	  8746	0	0	0	170185	0	0	0	0	0	0	0	  1386	0	0	0	   5991	  13110	0	0	  11338
Dermacoccus_sp._PAMC28757	0	0	0	0	0	0	0	0	  21807	0	0	0	0	  33772	 14635	  18248	 133838	0	   6000	  96214	0	  10557	 13166	 122173	   5281	0	0	0	0	  29990	0	0	0	0	0	0	0	  90640	   23419	  31981	  25092	 130785	0	0	0	0	0	0	0	0	 25305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   5453	0	  11298	0	   488	1675325	  46421	235907	  69688	1394032	  4161	0	0	0	  12287	0	0	0	0	0	0	0	0	0	  1952	0	0	0	0	0	0	0	 117440	   8395	  4708	  91570
Nocardioides_rotundus	0	0	0	0	0	0	0	0	  20389	0	0	0	0	0	0	0	0	0	0	   8544	0	0	 18431	  16364	0	0	0	0	0	   6625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  7267	0	0	0	0	0	0	 184285	0	  23890	  20553	 162675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  12127	   3774	0	0	0	0	0	0	0	0	0	0	0	0	0	  1461	0	0	   9256	0	0	0	0	0	0	0	0	0	0	0	0
Labrys_sp._KNU-23	0	0	0	0	0	0	0	0	  14541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloterrigena_daqingensis	0	0	0	0	0	0	0	0	  52505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_bovis	0	0	0	0	0	0	0	0	0	  5068	0	0	   7992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  16645	0	0	0	  23092	   755	  1223	0	0	  2365	0	0	0	0	0	0	0	0	0	0	   5973	0	0	0	0	   872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  6601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_matruchotii	0	0	0	0	0	0	0	0	0	  1407	0	0	   7520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   8440	0	  12049	0	0	   9108	0	0	0	0	0	0	0	  2635	  1501	0	  2345	 41732	0	0	0	0	0	0	0	0	0	  21531	0	0	0	  18572	0	0	0	0	  12391	   9541	   8733	0	0	0	   8859	  31168	0	0	0	  6006	0	0	0	   9611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  22250	  13633	   4448	0	  50864
Actinomyces_sp._oral_taxon_169	0	0	0	0	0	0	0	0	0	  1511	0	0	  17084	0	0	0	0	0	0	0	0	0	0	  11335	0	0	0	0	0	   7811	0	0	0	0	  59777	0	0	0	0	0	0	0	  1072	0	0	0	  6562	0	0	0	0	0	0	0	0	0	  33272	0	0	0	  53220	0	0	0	0	   5620	   5428	   9850	0	0	0	0	0	0	0	0	  2439	0	0	0	0	0	0	0	0	0	0	0	0	   6511	0	0	0	   964	0	0	0	  90050	   4357	0	0	  13637
Staphylococcus_saccharolyticus	0	0	0	0	0	0	0	0	0	  7759	  12067	0	  14700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  34644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_sp._oral_taxon_431	0	0	0	0	0	0	0	0	0	  1475	0	0	   8189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  15397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  9816	0	0	0	   6207	0	0	0	0	0	0	0	   7264	0	0	0	   7087
Pluralibacter_gergoviae	0	0	0	0	0	0	0	0	0	  1973	0	0	  14973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   8100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  4321	0	0	0	   5625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	 58524	0	  11932	  39733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   8804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._WCHA55	0	0	0	0	0	0	0	0	0	  2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_baumannii	0	0	0	0	0	0	0	0	0	  1684	0	0	0	0	0	0	0	0	0	0	0	0	0	 141100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 422028	0	0	0	0	0	0	0	  11471	0	0	 113535	0	0	0	0	0	0	0	0	0	  3615	0	0	0	  12306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_junii	0	0	0	0	0	0	0	0	0	  1721	0	0	0	0	0	0	0	0	0	0	0	0	  5150	  34370	0	0	0	0	0	0	0	  12950	0	     54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 106233	0	0	0	0	0	0	0	   7703	0	0	   7686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	  1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Empedobacter_falsenii	0	0	0	0	0	0	0	0	0	 24681	0	0	  16483	0	0	0	0	0	0	0	0	0	0	  88917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   9578	0	0
Empedobacter_stercoris	0	0	0	0	0	0	0	0	0	  1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candida_orthopsilosis	0	0	0	0	0	0	0	0	0	 41935	  21992	  20275	 128072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 24913	0	0	0	0	0	0	0	0	0	0	0	0	0	  22855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_sp._LTJR-52	0	0	0	0	0	0	0	0	0	0	0	   7285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_psychrotolerans	0	0	0	0	0	0	0	0	0	0	0	  12354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  1116	0	0	0	  4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  2120	0
Pseudomonas_luteola	0	0	0	0	0	0	0	0	0	0	0	   7940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseomonas_sp._FDAARGOS_362	0	0	0	0	0	0	0	0	0	0	0	  77083	   9309	0	  1215	   2891	   9434	0	0	0	0	0	0	0	  10624	0	0	0	0	0	0	0	0	0	0	0	0	  14157	0	0	0	  14821	  6720	0	0	0	0	   885	0	0	0	   4452	0	0	0	  10025	   9921	0	0	0	   5225	0	0	0	0	0	0	0	0	0	0	0	0	0	   5917	0	0	0	0	0	0	0	0	0	0	 19501	0	0	0	0	  1687	0	0	0	0	0	0	0	  17102	0	0	  16679
Roseomonas_gilardii	0	0	0	0	0	0	0	0	0	0	0	  11960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  11985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 16285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  15697
Sphingomonas_melonis	0	0	0	0	0	0	0	0	0	0	0	   7323	   5654	0	0	0	0	0	0	0	0	0	  9034	0	  20905	0	0	0	0	   7783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  2942	0	  1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   6008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   9478	0	  1413	   8284
Sphingobium_yanoikuyae	0	0	0	0	0	0	0	0	0	0	0	   7690	   6949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  72787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   7215
Staphylococcus_pasteuri	0	0	0	0	0	0	0	0	0	0	0	   9046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  4604	0	0	0	0	  2614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_saprophyticus	0	0	0	0	0	0	0	0	0	0	0	   7234	0	0	0	0	0	0	0	0	0	0	  7562	0	0	    2	0	0	  11480	0	0	  17644	0	0	0	0	0	0	0	0	   8423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   7165	0	0	  19749	0	0	0	0	0	0	0	  13760	0	0	0	0	   8176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Finegoldia_magna	0	0	0	0	0	0	0	0	0	0	0	  14084	0	  10253	  2714	0	 110015	0	0	0	0	0	 32123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  1508	0	0	 11357	  5484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	  32502	0	0	0	0	0	0	0	0	0	  4938	  10987	  17841	  2270	0	0	  11362	   6641	  6828	0	0	0	 10491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   8543
Kocuria_rhizophila	0	0	0	0	0	0	0	0	0	0	0	   9577	0	0	0	0	0	0	   4812	0	0	0	  8389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104631	0	  14739	0	0	0	  15304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	   4237	 15614	  26013	  53445	  4258	0	0	0	   9233	0	0	0	0	  6842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
