logFC	logCPM	F	PValue	feature	contrast
-0.6333963494656755	8.942409591357578	0.23807652991838904	0.625598973677608	3NTVK	Tw_vs_Vf
-0.40674575055370127	9.532225134728595	0.11164606416417704	0.738277948245456	3NTW3	Tw_vs_Vf
0.9428798702606307	7.337216585933607	0.35868213976630475	0.5492392604149947	3NTW4	Tw_vs_Vf
0.22338191159461857	8.335412016395473	0.02761129544536859	0.868025997527953	3NTW5	Tw_vs_Vf
-0.8704080135495614	10.039207676200256	0.4963515597975375	0.48110786668552896	3NTW9	Tw_vs_Vf
0.19214545749122625	9.861474089933221	0.02486132690102347	0.8747131463560843	3NTWE	Tw_vs_Vf
-1.7826614940355294	7.964335901444041	0.954127800118853	0.32867118209086	3NTWV	Tw_vs_Vf
-0.7568452617391445	9.330332874298177	0.35855965672412654	0.5493074619947242	3NTXF	Tw_vs_Vf
0.9816904218483553	7.1315548819424	0.3964842358314505	0.5289107715051049	3NTXH	Tw_vs_Vf
-0.6049020718018847	7.02882978563059	0.11766912109961725	0.7315765051870738	3NTXI	Tw_vs_Vf
0.6343513004288784	8.421245635211816	0.19858585342477164	0.6558648807349046	3NTY2	Tw_vs_Vf
2.9370582823845193	7.698909071549467	3.2381074297991446	0.0719441589871727	3NTYJ	Tw_vs_Vf
0.3056121337105574	9.55011490313656	0.06199649453007573	0.8033678576476915	3NTYK	Tw_vs_Vf
1.0986187242463161	7.144842305042533	0.4733621498503565	0.4914447182064471	3NTYN	Tw_vs_Vf
-0.4983342094637237	7.731040374032404	0.11887985240357171	0.7302526799336195	3NTYS	Tw_vs_Vf
0.9460368616803818	8.27730405297724	0.5621482520140855	0.4533962405458948	3NTYW	Tw_vs_Vf
-0.22024226405911898	8.201469618502886	0.023734023491964722	0.8775636518162508	3NTZ0	Tw_vs_Vf
1.8796749171203506	7.5854366668521696	1.7780967270900288	0.18238367375989872	3NTZB	Tw_vs_Vf
-0.5679245205803872	10.546701157102502	0.2529866998813506	0.6149800263811658	3NTZE	Tw_vs_Vf
-1.5889682989118623	6.560510690449262	0.9016707219819735	0.34233447339237344	3NTZJ	Tw_vs_Vf
