normalized_position	All_Reads.normalized_coverage
0	0.162738
1	0.297386
2	0.414384
3	0.51645
4	0.621902
5	0.718041
6	0.807047
7	0.885214
8	0.958805
9	1.022738
10	1.075201
11	1.127401
12	1.163581
13	1.187911
14	1.208235
15	1.22734
16	1.247504
17	1.265126
18	1.26938
19	1.276355
20	1.280997
21	1.277662
22	1.279868
23	1.27716
24	1.276546
25	1.268733
26	1.249452
27	1.226256
28	1.215713
29	1.207755
30	1.194744
31	1.185678
32	1.181681
33	1.17153
34	1.151481
35	1.145736
36	1.137686
37	1.121835
38	1.110717
39	1.113001
40	1.107304
41	1.101666
42	1.095412
43	1.091778
44	1.093212
45	1.09328
46	1.094942
47	1.097271
48	1.097745
49	1.09949
50	1.107849
51	1.106526
52	1.102292
53	1.0947
54	1.094127
55	1.097546
56	1.103301
57	1.099048
58	1.095138
59	1.084531
60	1.082528
61	1.085173
62	1.089068
63	1.083978
64	1.078026
65	1.071256
66	1.069005
67	1.059999
68	1.054664
69	1.049943
70	1.042056
71	1.035897
72	1.030109
73	1.03418
74	1.032601
75	1.026456
76	1.018557
77	1.019022
78	1.012086
79	1.009693
80	1.010371
81	0.999886
82	0.992319
83	0.985028
84	0.969542
85	0.947451
86	0.928777
87	0.902653
88	0.871628
89	0.835779
90	0.795415
91	0.751661
92	0.699255
93	0.637258
94	0.571183
95	0.505638
96	0.430709
97	0.355996
98	0.281116
99	0.194046
100	0.0956
