normalized_position	All_Reads.normalized_coverage
0	0.171989
1	0.301666
2	0.407132
3	0.484363
4	0.569414
5	0.654863
6	0.731957
7	0.803628
8	0.859636
9	0.913361
10	0.963052
11	1.007829
12	1.044972
13	1.082609
14	1.115039
15	1.138978
16	1.157107
17	1.167368
18	1.174082
19	1.186968
20	1.20229
21	1.213709
22	1.215
23	1.215878
24	1.210492
25	1.201464
26	1.196053
27	1.189555
28	1.187914
29	1.180849
30	1.175011
31	1.162215
32	1.154214
33	1.156105
34	1.15936
35	1.159972
36	1.158633
37	1.157168
38	1.153461
39	1.155416
40	1.152293
41	1.161109
42	1.164221
43	1.171274
44	1.181073
45	1.179723
46	1.175979
47	1.171432
48	1.168354
49	1.159332
50	1.153368
51	1.147719
52	1.140114
53	1.135453
54	1.130799
55	1.130117
56	1.136031
57	1.141039
58	1.141847
59	1.1344
60	1.120629
61	1.115782
62	1.123389
63	1.133126
64	1.134766
65	1.142116
66	1.144363
67	1.143458
68	1.14078
69	1.134244
70	1.121271
71	1.1242
72	1.129934
73	1.124341
74	1.122474
75	1.113975
76	1.095896
77	1.073427
78	1.057163
79	1.041091
80	1.025474
81	1.012912
82	0.999466
83	0.985209
84	0.962278
85	0.939216
86	0.914517
87	0.884154
88	0.842619
89	0.798439
90	0.750715
91	0.706201
92	0.657091
93	0.598475
94	0.534121
95	0.463094
96	0.390798
97	0.319645
98	0.244779
99	0.162618
100	0.078402
