normalized_position	All_Reads.normalized_coverage
0	0.188249
1	0.333472
2	0.455459
3	0.56451
4	0.669808
5	0.771643
6	0.858538
7	0.935651
8	1.000174
9	1.067965
10	1.132036
11	1.175152
12	1.20667
13	1.228057
14	1.239489
15	1.257677
16	1.278791
17	1.28346
18	1.283939
19	1.283635
20	1.287464
21	1.277168
22	1.263791
23	1.249313
24	1.229455
25	1.207431
26	1.188679
27	1.173294
28	1.153119
29	1.131761
30	1.124821
31	1.126495
32	1.128293
33	1.127291
34	1.123911
35	1.124012
36	1.120804
37	1.114061
38	1.102904
39	1.096261
40	1.101523
41	1.103014
42	1.095472
43	1.08946
44	1.089145
45	1.092857
46	1.09605
47	1.087991
48	1.077787
49	1.066877
50	1.059279
51	1.054455
52	1.042268
53	1.031017
54	1.025424
55	1.025568
56	1.025717
57	1.024577
58	1.020728
59	1.028555
60	1.032768
61	1.035282
62	1.035302
63	1.034111
64	1.038335
65	1.040238
66	1.042148
67	1.035157
68	1.038235
69	1.042769
70	1.039872
71	1.041079
72	1.043577
73	1.045887
74	1.049284
75	1.048898
76	1.043332
77	1.03926
78	1.03352
79	1.029322
80	1.02912
81	1.031267
82	1.023607
83	1.011375
84	1.001515
85	0.990017
86	0.9663
87	0.944631
88	0.916455
89	0.885472
90	0.848332
91	0.804386
92	0.750445
93	0.692595
94	0.63572
95	0.564584
96	0.489724
97	0.41368
98	0.324605
99	0.222752
100	0.110763
