normalized_position	All_Reads.normalized_coverage
0	0.143633
1	0.270865
2	0.37797
3	0.477717
4	0.59947
5	0.722658
6	0.866337
7	0.961703
8	1.052927
9	1.113338
10	1.175689
11	1.229807
12	1.260309
13	1.239766
14	1.250597
15	1.2234
16	1.204146
17	1.221043
18	1.231509
19	1.258543
20	1.271784
21	1.294856
22	1.298876
23	1.273293
24	1.269394
25	1.241422
26	1.204749
27	1.153224
28	1.127472
29	1.124814
30	1.110385
31	1.096984
32	1.0516
33	1.046603
34	1.019593
35	1.017735
36	1.004375
37	1.000779
38	0.997204
39	0.988833
40	0.975995
41	0.970317
42	0.966021
43	0.97633
44	1.011017
45	1.037202
46	1.056327
47	1.068691
48	1.033457
49	1.044175
50	1.02905
51	1.025263
52	1.018449
53	1.048166
54	1.047171
55	1.070445
56	1.052638
57	1.021984
58	1.003384
59	0.98424
60	1.000864
61	1.011327
62	1.038305
63	1.079204
64	1.10977
65	1.059328
66	1.034538
67	1.035174
68	1.039305
69	1.017688
70	1.009637
71	1.032366
72	1.04161
73	1.050746
74	1.052466
75	1.081868
76	1.126757
77	1.142778
78	1.17225
79	1.199451
80	1.192542
81	1.175817
82	1.19269
83	1.205777
84	1.204434
85	1.201786
86	1.172664
87	1.125779
88	1.01996
89	0.949901
90	0.879364
91	0.849523
92	0.777437
93	0.711023
94	0.617216
95	0.484442
96	0.385888
97	0.324909
98	0.258148
99	0.15042
100	0.08075
