normalized_position	All_Reads.normalized_coverage
0	0.182179
1	0.310658
2	0.407567
3	0.486789
4	0.570158
5	0.6583
6	0.741537
7	0.810462
8	0.874913
9	0.934977
10	0.986106
11	1.03545
12	1.080033
13	1.113711
14	1.147067
15	1.180015
16	1.201714
17	1.21527
18	1.212052
19	1.216337
20	1.224209
21	1.227593
22	1.20775
23	1.195902
24	1.18965
25	1.183328
26	1.177731
27	1.171657
28	1.168835
29	1.167805
30	1.171744
31	1.163763
32	1.161919
33	1.15665
34	1.163317
35	1.176426
36	1.188531
37	1.196066
38	1.193384
39	1.180955
40	1.177938
41	1.184404
42	1.184165
43	1.179937
44	1.179388
45	1.168289
46	1.176145
47	1.178442
48	1.164174
49	1.165668
50	1.163376
51	1.150208
52	1.134204
53	1.123272
54	1.109671
55	1.091967
56	1.095877
57	1.099457
58	1.099373
59	1.100232
60	1.088883
61	1.089687
62	1.099584
63	1.108528
64	1.11138
65	1.100747
66	1.099182
67	1.099826
68	1.105042
69	1.103425
70	1.096344
71	1.092095
72	1.111553
73	1.117421
74	1.089986
75	1.071536
76	1.062642
77	1.056279
78	1.050191
79	1.040289
80	1.031538
81	1.016427
82	0.997555
83	0.984686
84	0.965335
85	0.938203
86	0.907421
87	0.882131
88	0.859238
89	0.827327
90	0.771555
91	0.721667
92	0.670801
93	0.619114
94	0.562604
95	0.490645
96	0.413152
97	0.327776
98	0.246053
99	0.161464
100	0.080637
