normalized_position	All_Reads.normalized_coverage
0	0.128476
1	0.2225
2	0.322707
3	0.437855
4	0.538477
5	0.631765
6	0.702979
7	0.780485
8	0.84901
9	0.918427
10	0.993133
11	1.023422
12	1.050121
13	1.085792
14	1.119879
15	1.122783
16	1.146262
17	1.155635
18	1.153033
19	1.153696
20	1.150433
21	1.152834
22	1.18654
23	1.183901
24	1.162018
25	1.142363
26	1.133061
27	1.139143
28	1.170174
29	1.163165
30	1.189426
31	1.19787
32	1.191097
33	1.177712
34	1.181225
35	1.185917
36	1.165691
37	1.144384
38	1.150426
39	1.116971
40	1.095534
41	1.091993
42	1.083493
43	1.096069
44	1.083441
45	1.091621
46	1.098299
47	1.104926
48	1.122867
49	1.131313
50	1.151972
51	1.149913
52	1.153702
53	1.154783
54	1.182893
55	1.184046
56	1.171263
57	1.18666
58	1.170667
59	1.14916
60	1.147646
61	1.160521
62	1.141146
63	1.119905
64	1.13304
65	1.15458
66	1.160936
67	1.15473
68	1.121854
69	1.115065
70	1.12238
71	1.140994
72	1.140636
73	1.140134
74	1.109363
75	1.093392
76	1.106358
77	1.122054
78	1.106941
79	1.100539
80	1.089882
81	1.103354
82	1.102421
83	1.06026
84	1.021671
85	0.993946
86	0.947389
87	0.889349
88	0.854582
89	0.831838
90	0.788937
91	0.743271
92	0.705805
93	0.659557
94	0.587412
95	0.498478
96	0.414759
97	0.331824
98	0.252952
99	0.175582
100	0.07384
