normalized_position	All_Reads.normalized_coverage
0	0.146118
1	0.265108
2	0.374199
3	0.466714
4	0.559212
5	0.648556
6	0.732447
7	0.809241
8	0.876129
9	0.937709
10	0.998209
11	1.048615
12	1.09048
13	1.121665
14	1.147705
15	1.166873
16	1.189564
17	1.206686
18	1.221391
19	1.232611
20	1.241468
21	1.242554
22	1.240924
23	1.235177
24	1.23152
25	1.225139
26	1.220258
27	1.213827
28	1.207306
29	1.197751
30	1.189308
31	1.189346
32	1.189258
33	1.185389
34	1.177604
35	1.169902
36	1.161484
37	1.153645
38	1.147874
39	1.14477
40	1.143197
41	1.141636
42	1.135975
43	1.130494
44	1.131346
45	1.1334
46	1.135617
47	1.13284
48	1.133224
49	1.125227
50	1.120594
51	1.116427
52	1.110163
53	1.108077
54	1.109201
55	1.112035
56	1.117441
57	1.121966
58	1.122374
59	1.121522
60	1.121055
61	1.121453
62	1.12439
63	1.119333
64	1.115813
65	1.11173
66	1.110224
67	1.104425
68	1.101461
69	1.099344
70	1.093599
71	1.084441
72	1.077665
73	1.074779
74	1.069436
75	1.063346
76	1.05321
77	1.043838
78	1.03193
79	1.02384
80	1.013971
81	1.004373
82	0.99755
83	0.99074
84	0.974451
85	0.9542
86	0.92425
87	0.898144
88	0.868938
89	0.833406
90	0.791658
91	0.747138
92	0.692666
93	0.633303
94	0.571766
95	0.50351
96	0.430245
97	0.358288
98	0.283556
99	0.199085
100	0.10132
