normalized_position	All_Reads.normalized_coverage
0	0.209026
1	0.360114
2	0.511015
3	0.646996
4	0.759659
5	0.86503
6	0.968706
7	1.057564
8	1.143393
9	1.218994
10	1.262603
11	1.300368
12	1.318101
13	1.336608
14	1.353609
15	1.360415
16	1.354165
17	1.345553
18	1.339918
19	1.346022
20	1.339598
21	1.319763
22	1.301045
23	1.280723
24	1.25548
25	1.242719
26	1.230989
27	1.210474
28	1.19526
29	1.187608
30	1.177398
31	1.147661
32	1.145394
33	1.139236
34	1.128042
35	1.116882
36	1.114204
37	1.116714
38	1.104412
39	1.08486
40	1.071555
41	1.063466
42	1.067381
43	1.061471
44	1.045541
45	1.03239
46	1.017737
47	1.021314
48	1.039196
49	1.046936
50	1.042756
51	1.033135
52	1.036098
53	1.032798
54	1.026887
55	1.033984
56	1.040583
57	1.029243
58	1.016705
59	1.007346
60	1.00112
61	0.992306
62	0.983821
63	0.984993
64	0.996083
65	0.989435
66	0.993484
67	0.997217
68	0.988458
69	0.988349
70	0.998172
71	0.982996
72	0.981186
73	0.993614
74	0.996392
75	1.010669
76	1.022186
77	1.016174
78	1.011156
79	1.005465
80	1.010636
81	0.999709
82	0.996846
83	0.988486
84	0.962042
85	0.938553
86	0.913418
87	0.879042
88	0.84201
89	0.816393
90	0.77898
91	0.733199
92	0.687017
93	0.63254
94	0.579248
95	0.511536
96	0.439327
97	0.369885
98	0.285318
99	0.191618
100	0.095104
