normalized_position	All_Reads.normalized_coverage
0	0.153824
1	0.290575
2	0.419339
3	0.530415
4	0.638068
5	0.739313
6	0.828161
7	0.903256
8	0.968842
9	1.03339
10	1.091892
11	1.140344
12	1.177712
13	1.204439
14	1.228852
15	1.241108
16	1.256393
17	1.263142
18	1.269486
19	1.276318
20	1.272364
21	1.265223
22	1.265958
23	1.259196
24	1.245687
25	1.23558
26	1.226021
27	1.206859
28	1.199096
29	1.190393
30	1.180092
31	1.171951
32	1.166331
33	1.15918
34	1.152973
35	1.141281
36	1.127733
37	1.119583
38	1.110995
39	1.105075
40	1.104027
41	1.104968
42	1.09696
43	1.094096
44	1.090281
45	1.090059
46	1.091667
47	1.092069
48	1.092377
49	1.096554
50	1.09697
51	1.095461
52	1.098369
53	1.095864
54	1.091588
55	1.093561
56	1.096477
57	1.094476
58	1.092847
59	1.083185
60	1.078308
61	1.07311
62	1.066064
63	1.052277
64	1.044491
65	1.039556
66	1.042252
67	1.038398
68	1.03041
69	1.027827
70	1.02661
71	1.015118
72	1.011948
73	1.013558
74	1.019839
75	1.020888
76	1.015382
77	1.012457
78	1.013413
79	1.005394
80	1.002568
81	0.994807
82	0.989449
83	0.984318
84	0.970841
85	0.954672
86	0.936844
87	0.922948
88	0.900834
89	0.87234
90	0.836485
91	0.791353
92	0.738442
93	0.678818
94	0.620996
95	0.549175
96	0.468892
97	0.390264
98	0.307716
99	0.215258
100	0.107916
