normalized_position	All_Reads.normalized_coverage
0	0.196331
1	0.343211
2	0.447001
3	0.552163
4	0.672873
5	0.798225
6	0.904236
7	0.990194
8	1.049758
9	1.131815
10	1.19908
11	1.251481
12	1.264151
13	1.261897
14	1.276448
15	1.302104
16	1.335025
17	1.375549
18	1.389155
19	1.403966
20	1.368246
21	1.348578
22	1.341373
23	1.316574
24	1.298442
25	1.276993
26	1.258866
27	1.249952
28	1.261532
29	1.257348
30	1.235357
31	1.213526
32	1.180417
33	1.174745
34	1.168953
35	1.142619
36	1.123901
37	1.110514
38	1.103445
39	1.116502
40	1.112836
41	1.117436
42	1.099133
43	1.096553
44	1.096946
45	1.116225
46	1.142755
47	1.151286
48	1.172379
49	1.154552
50	1.126298
51	1.13052
52	1.126449
53	1.124468
54	1.102646
55	1.067588
56	1.047281
57	1.051129
58	1.039037
59	1.039301
60	1.036235
61	1.032197
62	1.044185
63	1.044417
64	1.01149
65	1.021756
66	1.044844
67	1.048437
68	1.032095
69	1.022123
70	1.005748
71	0.988993
72	0.970185
73	0.97656
74	0.991396
75	0.976767
76	0.975199
77	0.963
78	0.94261
79	0.931182
80	0.93644
81	0.916608
82	0.903117
83	0.917506
84	0.887085
85	0.867157
86	0.836306
87	0.816726
88	0.766646
89	0.738279
90	0.707186
91	0.671225
92	0.631652
93	0.57261
94	0.524072
95	0.461139
96	0.386869
97	0.319861
98	0.25294
99	0.171395
100	0.092269
