normalized_position	All_Reads.normalized_coverage
0	0.129785
1	0.240911
2	0.325769
3	0.402001
4	0.48171
5	0.556758
6	0.630393
7	0.695204
8	0.753636
9	0.80675
10	0.858697
11	0.911795
12	0.957007
13	0.987816
14	1.013691
15	1.04555
16	1.070068
17	1.086043
18	1.108028
19	1.124413
20	1.138977
21	1.148132
22	1.162197
23	1.169662
24	1.167026
25	1.166254
26	1.162514
27	1.166544
28	1.158106
29	1.145856
30	1.141347
31	1.140384
32	1.138815
33	1.138001
34	1.138936
35	1.139381
36	1.139141
37	1.138557
38	1.137881
39	1.143056
40	1.138521
41	1.139397
42	1.136849
43	1.145364
44	1.153671
45	1.160253
46	1.151965
47	1.148766
48	1.147547
49	1.146999
50	1.149623
51	1.143533
52	1.134203
53	1.126208
54	1.124041
55	1.122829
56	1.125747
57	1.130044
58	1.139526
59	1.13903
60	1.131429
61	1.126359
62	1.125328
63	1.13096
64	1.138749
65	1.148584
66	1.159284
67	1.167129
68	1.18121
69	1.186651
70	1.185313
71	1.184216
72	1.191389
73	1.193588
74	1.192069
75	1.184912
76	1.174858
77	1.161233
78	1.15533
79	1.14299
80	1.131508
81	1.108213
82	1.08172
83	1.071044
84	1.05262
85	1.034792
86	1.010307
87	0.984775
88	0.948111
89	0.907746
90	0.860401
91	0.809516
92	0.74731
93	0.68265
94	0.611955
95	0.534838
96	0.452672
97	0.372028
98	0.286419
99	0.196131
100	0.097321
