normalized_position	All_Reads.normalized_coverage
0	0.135921
1	0.257995
2	0.370395
3	0.469555
4	0.556093
5	0.646333
6	0.72379
7	0.789901
8	0.857776
9	0.922301
10	0.976263
11	1.027149
12	1.068646
13	1.098895
14	1.12442
15	1.153725
16	1.190954
17	1.216109
18	1.243704
19	1.272284
20	1.28762
21	1.296581
22	1.313137
23	1.310652
24	1.282711
25	1.259435
26	1.2417
27	1.239618
28	1.23565
29	1.236044
30	1.22552
31	1.205214
32	1.195253
33	1.201565
34	1.199574
35	1.191554
36	1.180891
37	1.163028
38	1.153662
39	1.152246
40	1.134809
41	1.124528
42	1.131517
43	1.139228
44	1.138148
45	1.132814
46	1.138906
47	1.138831
48	1.13902
49	1.135695
50	1.133812
51	1.13405
52	1.129254
53	1.124314
54	1.121507
55	1.116169
56	1.116944
57	1.1111
58	1.109139
59	1.101316
60	1.095714
61	1.086234
62	1.09051
63	1.086942
64	1.079951
65	1.076097
66	1.07577
67	1.070415
68	1.063203
69	1.04747
70	1.051808
71	1.049084
72	1.031151
73	1.038169
74	1.036755
75	1.029109
76	1.024417
77	1.033637
78	1.036236
79	1.026483
80	1.01987
81	1.017661
82	1.018274
83	1.006845
84	0.990906
85	0.972049
86	0.950003
87	0.927154
88	0.888134
89	0.839011
90	0.79677
91	0.75491
92	0.700101
93	0.632633
94	0.563596
95	0.489473
96	0.404625
97	0.334561
98	0.267529
99	0.189647
100	0.102737
