normalized_position	All_Reads.normalized_coverage
0	0.173204
1	0.291854
2	0.378864
3	0.454297
4	0.535744
5	0.620368
6	0.699727
7	0.771657
8	0.838616
9	0.902001
10	0.956961
11	1.003308
12	1.043118
13	1.073006
14	1.103858
15	1.131003
16	1.146164
17	1.152714
18	1.157262
19	1.163477
20	1.170152
21	1.172108
22	1.168853
23	1.167341
24	1.164648
25	1.1616
26	1.161248
27	1.155658
28	1.15041
29	1.140352
30	1.131681
31	1.127696
32	1.128222
33	1.129686
34	1.129683
35	1.131686
36	1.126902
37	1.125964
38	1.128835
39	1.124776
40	1.12314
41	1.121838
42	1.123077
43	1.127387
44	1.132382
45	1.134007
46	1.12871
47	1.115089
48	1.112069
49	1.113162
50	1.112955
51	1.111703
52	1.103738
53	1.096412
54	1.090579
55	1.088229
56	1.089768
57	1.091136
58	1.094369
59	1.096835
60	1.102715
61	1.104361
62	1.103246
63	1.109348
64	1.111968
65	1.114494
66	1.12216
67	1.12781
68	1.133703
69	1.139352
70	1.142316
71	1.147094
72	1.151996
73	1.152452
74	1.149836
75	1.149832
76	1.146584
77	1.138542
78	1.130366
79	1.120214
80	1.109487
81	1.098147
82	1.081076
83	1.064269
84	1.048169
85	1.026255
86	0.999521
87	0.970972
88	0.933027
89	0.894898
90	0.852944
91	0.807214
92	0.750926
93	0.687669
94	0.620714
95	0.549187
96	0.468344
97	0.383353
98	0.2931
99	0.194479
100	0.096941
