normalized_position	All_Reads.normalized_coverage
0	0.136262
1	0.258724
2	0.386597
3	0.491412
4	0.611313
5	0.696888
6	0.774398
7	0.851853
8	0.912397
9	0.966013
10	1.002994
11	1.04808
12	1.071469
13	1.069794
14	1.089417
15	1.131769
16	1.143769
17	1.130747
18	1.126521
19	1.135468
20	1.132966
21	1.126529
22	1.120252
23	1.112417
24	1.138602
25	1.139033
26	1.121105
27	1.095474
28	1.084101
29	1.048263
30	1.061483
31	1.065305
32	1.100962
33	1.122986
34	1.139306
35	1.187461
36	1.208155
37	1.180388
38	1.153833
39	1.162356
40	1.176197
41	1.137667
42	1.118923
43	1.093988
44	1.073832
45	1.076618
46	1.110509
47	1.139208
48	1.149716
49	1.172388
50	1.171125
51	1.175106
52	1.180881
53	1.18795
54	1.190063
55	1.18784
56	1.19373
57	1.212876
58	1.194
59	1.187826
60	1.185871
61	1.173686
62	1.180956
63	1.180023
64	1.18088
65	1.19401
66	1.200685
67	1.179552
68	1.173487
69	1.185159
70	1.19647
71	1.19531
72	1.193841
73	1.185803
74	1.1716
75	1.172067
76	1.149814
77	1.147986
78	1.133176
79	1.133219
80	1.090034
81	1.036498
82	1.007512
83	0.977791
84	0.944793
85	0.891245
86	0.849864
87	0.806294
88	0.764976
89	0.75348
90	0.725057
91	0.676258
92	0.648866
93	0.595169
94	0.545745
95	0.479424
96	0.411691
97	0.340171
98	0.247229
99	0.16221
100	0.083204
