normalized_position	All_Reads.normalized_coverage
0	0.181273
1	0.324918
2	0.448707
3	0.552331
4	0.652554
5	0.748555
6	0.830619
7	0.908903
8	0.976852
9	1.044769
10	1.109008
11	1.153356
12	1.187689
13	1.210512
14	1.22665
15	1.237582
16	1.253987
17	1.264256
18	1.272826
19	1.282407
20	1.288605
21	1.290623
22	1.288196
23	1.280942
24	1.270658
25	1.259089
26	1.253193
27	1.243603
28	1.237447
29	1.227463
30	1.212464
31	1.206203
32	1.20154
33	1.193121
34	1.182619
35	1.171694
36	1.162644
37	1.151603
38	1.148215
39	1.144812
40	1.138162
41	1.136514
42	1.127959
43	1.11762
44	1.112305
45	1.107869
46	1.103864
47	1.100784
48	1.096672
49	1.090818
50	1.088967
51	1.085655
52	1.083763
53	1.076928
54	1.070216
55	1.071064
56	1.072084
57	1.073682
58	1.072803
59	1.068472
60	1.066393
61	1.071618
62	1.07459
63	1.075732
64	1.075687
65	1.07521
66	1.070462
67	1.065871
68	1.067162
69	1.066518
70	1.064816
71	1.05966
72	1.054923
73	1.051057
74	1.037848
75	1.02293
76	1.01091
77	0.999178
78	0.989013
79	0.979507
80	0.965045
81	0.948795
82	0.93938
83	0.929693
84	0.92155
85	0.901969
86	0.879056
87	0.859206
88	0.833424
89	0.79878
90	0.758424
91	0.716326
92	0.666703
93	0.607673
94	0.549119
95	0.484338
96	0.413118
97	0.347832
98	0.275299
99	0.191779
100	0.098277
