normalized_position	All_Reads.normalized_coverage
0	0.149287
1	0.279071
2	0.396831
3	0.498308
4	0.599008
5	0.697744
6	0.788071
7	0.869826
8	0.941535
9	1.009938
10	1.076604
11	1.133111
12	1.170536
13	1.196785
14	1.219221
15	1.235051
16	1.261398
17	1.282531
18	1.292288
19	1.296491
20	1.295792
21	1.293724
22	1.294518
23	1.293809
24	1.285366
25	1.26854
26	1.256284
27	1.250099
28	1.241103
29	1.23429
30	1.223977
31	1.220463
32	1.213345
33	1.202016
34	1.189341
35	1.179726
36	1.169565
37	1.158243
38	1.150049
39	1.144853
40	1.141922
41	1.137166
42	1.126944
43	1.12002
44	1.115834
45	1.110517
46	1.10858
47	1.104046
48	1.103976
49	1.106546
50	1.108463
51	1.107928
52	1.100788
53	1.097187
54	1.093362
55	1.087192
56	1.08699
57	1.080475
58	1.07948
59	1.072555
60	1.065902
61	1.066281
62	1.061847
63	1.056479
64	1.052361
65	1.044557
66	1.043254
67	1.034587
68	1.030161
69	1.034309
70	1.033358
71	1.028825
72	1.02794
73	1.030851
74	1.030459
75	1.02147
76	1.016812
77	1.012704
78	1.004962
79	0.999164
80	0.991136
81	0.98175
82	0.975537
83	0.970932
84	0.961895
85	0.94106
86	0.916472
87	0.886602
88	0.857356
89	0.824723
90	0.785762
91	0.739564
92	0.684972
93	0.623972
94	0.556081
95	0.486116
96	0.411873
97	0.34163
98	0.267066
99	0.184323
100	0.093369
