normalized_position	All_Reads.normalized_coverage
0	0.189245
1	0.312548
2	0.437228
3	0.54146
4	0.647653
5	0.756954
6	0.854213
7	0.947164
8	1.018282
9	1.09223
10	1.15236
11	1.188045
12	1.221702
13	1.246593
14	1.266546
15	1.265324
16	1.293404
17	1.302683
18	1.301473
19	1.291513
20	1.286109
21	1.271523
22	1.262692
23	1.246985
24	1.237086
25	1.250458
26	1.249646
27	1.22427
28	1.210557
29	1.200905
30	1.188474
31	1.170629
32	1.173942
33	1.165586
34	1.147675
35	1.139968
36	1.1367
37	1.1171
38	1.123054
39	1.115483
40	1.101669
41	1.101317
42	1.10643
43	1.115812
44	1.116722
45	1.118374
46	1.118014
47	1.117266
48	1.11275
49	1.11119
50	1.124207
51	1.109055
52	1.103935
53	1.098022
54	1.087684
55	1.095991
56	1.09588
57	1.098535
58	1.101342
59	1.091166
60	1.085396
61	1.084691
62	1.087088
63	1.081145
64	1.086081
65	1.079704
66	1.079882
67	1.072981
68	1.061363
69	1.045043
70	1.04638
71	1.033786
72	1.006229
73	1.009534
74	1.010183
75	1.010528
76	1.013057
77	0.995829
78	0.986287
79	0.973719
80	0.983108
81	0.97113
82	0.968833
83	0.946689
84	0.938082
85	0.922728
86	0.883487
87	0.855256
88	0.823922
89	0.77785
90	0.739611
91	0.696832
92	0.648899
93	0.590511
94	0.534549
95	0.472582
96	0.408526
97	0.335159
98	0.26171
99	0.179415
100	0.083842
