normalized_position	All_Reads.normalized_coverage
0	0.127134
1	0.238889
2	0.344309
3	0.447255
4	0.545158
5	0.648256
6	0.740974
7	0.809358
8	0.873036
9	0.947655
10	1.025242
11	1.072725
12	1.124183
13	1.175391
14	1.196299
15	1.21504
16	1.255823
17	1.273754
18	1.292329
19	1.310044
20	1.311875
21	1.316557
22	1.324059
23	1.315716
24	1.311967
25	1.296388
26	1.29044
27	1.272195
28	1.248277
29	1.221287
30	1.210718
31	1.20791
32	1.197293
33	1.164088
34	1.154863
35	1.136911
36	1.11448
37	1.113048
38	1.111365
39	1.107512
40	1.10822
41	1.114152
42	1.118726
43	1.135424
44	1.156196
45	1.152931
46	1.14957
47	1.149309
48	1.146229
49	1.134337
50	1.13189
51	1.117349
52	1.107985
53	1.099035
54	1.112162
55	1.119582
56	1.119002
57	1.110973
58	1.097707
59	1.090752
60	1.100632
61	1.100253
62	1.091913
63	1.082752
64	1.0673
65	1.049699
66	1.047453
67	1.047809
68	1.035001
69	1.024065
70	1.031175
71	1.032313
72	1.033954
73	1.02877
74	1.021252
75	1.015223
76	1.023429
77	1.026914
78	1.018927
79	1.022476
80	1.022676
81	1.025498
82	1.022372
83	1.008376
84	0.987914
85	0.980294
86	0.948048
87	0.912976
88	0.883449
89	0.839667
90	0.793163
91	0.741324
92	0.682555
93	0.613026
94	0.549431
95	0.477648
96	0.406888
97	0.331452
98	0.252489
99	0.175521
100	0.093916
