normalized_position	All_Reads.normalized_coverage
0	0.170414
1	0.305216
2	0.417565
3	0.516982
4	0.617399
5	0.716981
6	0.806609
7	0.885524
8	0.954508
9	1.021269
10	1.076914
11	1.117267
12	1.151971
13	1.17997
14	1.196229
15	1.209653
16	1.228436
17	1.234096
18	1.236327
19	1.233932
20	1.235843
21	1.23373
22	1.226831
23	1.219575
24	1.208912
25	1.202108
26	1.191543
27	1.183147
28	1.173391
29	1.162551
30	1.151825
31	1.147084
32	1.14495
33	1.143542
34	1.136517
35	1.127036
36	1.122
37	1.11796
38	1.118447
39	1.118633
40	1.115492
41	1.109987
42	1.106933
43	1.0987
44	1.094976
45	1.094303
46	1.089165
47	1.084863
48	1.079762
49	1.070576
50	1.066857
51	1.05907
52	1.052588
53	1.051578
54	1.055636
55	1.064822
56	1.074435
57	1.079109
58	1.083753
59	1.09216
60	1.102582
61	1.113234
62	1.121007
63	1.119809
64	1.120078
65	1.123519
66	1.116915
67	1.105635
68	1.104338
69	1.103788
70	1.099712
71	1.09415
72	1.085573
73	1.0807
74	1.079388
75	1.06774
76	1.057557
77	1.04447
78	1.033318
79	1.034952
80	1.027973
81	1.020395
82	1.010642
83	0.999219
84	0.988719
85	0.97184
86	0.945596
87	0.924468
88	0.89843
89	0.862741
90	0.824415
91	0.778234
92	0.726838
93	0.660882
94	0.593083
95	0.523382
96	0.450667
97	0.369857
98	0.285559
99	0.196118
100	0.09847
