normalized_position	All_Reads.normalized_coverage
0	0.149963
1	0.307999
2	0.455497
3	0.575854
4	0.686498
5	0.786792
6	0.895969
7	0.964784
8	1.018663
9	1.056113
10	1.086537
11	1.118317
12	1.138469
13	1.14054
14	1.143856
15	1.14078
16	1.142775
17	1.156286
18	1.165792
19	1.170624
20	1.157455
21	1.135296
22	1.125218
23	1.112241
24	1.100483
25	1.097265
26	1.108055
27	1.107495
28	1.103362
29	1.10104
30	1.099401
31	1.081947
32	1.071495
33	1.067418
34	1.074157
35	1.088941
36	1.104285
37	1.110739
38	1.117356
39	1.114018
40	1.12353
41	1.131906
42	1.139028
43	1.143615
44	1.142083
45	1.139294
46	1.135544
47	1.114385
48	1.11015
49	1.116437
50	1.124171
51	1.123688
52	1.122701
53	1.109508
54	1.089779
55	1.083695
56	1.071312
57	1.053783
58	1.038624
59	1.033837
60	1.034291
61	1.041783
62	1.053025
63	1.059505
64	1.074758
65	1.097682
66	1.115328
67	1.133177
68	1.157144
69	1.179586
70	1.207111
71	1.219561
72	1.214737
73	1.214549
74	1.20951
75	1.167363
76	1.138204
77	1.134791
78	1.106991
79	1.095486
80	1.095893
81	1.080171
82	1.069495
83	1.071309
84	1.054847
85	1.022517
86	0.993247
87	0.956042
88	0.907792
89	0.863582
90	0.804599
91	0.743059
92	0.681721
93	0.609514
94	0.534082
95	0.457403
96	0.376718
97	0.305817
98	0.219003
99	0.126067
100	0.049782
