normalized_position	All_Reads.normalized_coverage
0	0.121498
1	0.224446
2	0.319651
3	0.398036
4	0.486134
5	0.554439
6	0.611421
7	0.688916
8	0.765707
9	0.84049
10	0.897713
11	0.951734
12	0.998791
13	1.034975
14	1.072087
15	1.09279
16	1.112514
17	1.109602
18	1.114871
19	1.109644
20	1.126969
21	1.12433
22	1.137732
23	1.140679
24	1.154457
25	1.165376
26	1.186588
27	1.180435
28	1.179814
29	1.181312
30	1.168649
31	1.165006
32	1.174876
33	1.166369
34	1.163638
35	1.172647
36	1.175282
37	1.16625
38	1.148143
39	1.149973
40	1.148853
41	1.147138
42	1.150771
43	1.139918
44	1.137581
45	1.115001
46	1.105904
47	1.101582
48	1.089941
49	1.078684
50	1.071982
51	1.060401
52	1.072777
53	1.072687
54	1.0786
55	1.070082
56	1.081748
57	1.081955
58	1.069104
59	1.093304
60	1.118167
61	1.128335
62	1.169118
63	1.166425
64	1.177268
65	1.178786
66	1.189038
67	1.203848
68	1.221112
69	1.221179
70	1.23516
71	1.249352
72	1.251563
73	1.242906
74	1.203753
75	1.195177
76	1.197422
77	1.200253
78	1.193305
79	1.172689
80	1.14294
81	1.129537
82	1.112176
83	1.097137
84	1.068835
85	1.046766
86	1.003131
87	0.959744
88	0.92912
89	0.87189
90	0.815693
91	0.756998
92	0.697617
93	0.639785
94	0.559628
95	0.486254
96	0.415098
97	0.337503
98	0.250438
99	0.175286
100	0.096252
