normalized_position	All_Reads.normalized_coverage
0	0.151526
1	0.2758
2	0.400453
3	0.505922
4	0.601605
5	0.70576
6	0.791988
7	0.886142
8	0.964497
9	1.036549
10	1.090189
11	1.143104
12	1.182516
13	1.214705
14	1.244753
15	1.273908
16	1.302099
17	1.311902
18	1.324994
19	1.324713
20	1.319052
21	1.319352
22	1.306634
23	1.294614
24	1.27015
25	1.251008
26	1.222662
27	1.221872
28	1.195738
29	1.181156
30	1.173469
31	1.165109
32	1.161217
33	1.150719
34	1.14674
35	1.14413
36	1.140472
37	1.134129
38	1.129909
39	1.112702
40	1.111859
41	1.117359
42	1.106226
43	1.099244
44	1.095835
45	1.095515
46	1.101768
47	1.094335
48	1.105535
49	1.1102
50	1.099324
51	1.070513
52	1.058558
53	1.057694
54	1.056233
55	1.047514
56	1.059098
57	1.074658
58	1.074346
59	1.074626
60	1.077618
61	1.086188
62	1.072954
63	1.059875
64	1.032916
65	1.020277
66	1.010853
67	1.003041
68	1.007252
69	1.0071
70	0.992082
71	0.990619
72	0.997589
73	1.000059
74	1.005439
75	1.005976
76	1.007072
77	1.011131
78	1.019281
79	1.020525
80	1.031846
81	1.027169
82	1.015249
83	0.999694
84	0.989786
85	0.97311
86	0.950635
87	0.929134
88	0.907735
89	0.881977
90	0.841274
91	0.788323
92	0.728767
93	0.670992
94	0.603316
95	0.534456
96	0.453292
97	0.375711
98	0.302295
99	0.209513
100	0.103555
