normalized_position	All_Reads.normalized_coverage
0	0.147489
1	0.266743
2	0.374556
3	0.473053
4	0.570678
5	0.662206
6	0.745674
7	0.827255
8	0.894225
9	0.95839
10	1.01016
11	1.049234
12	1.092531
13	1.129382
14	1.145756
15	1.156037
16	1.182151
17	1.202479
18	1.222067
19	1.2372
20	1.24228
21	1.23754
22	1.243987
23	1.24324
24	1.241606
25	1.236671
26	1.230599
27	1.2287
28	1.223259
29	1.211885
30	1.199509
31	1.181362
32	1.166572
33	1.157431
34	1.143529
35	1.133678
36	1.126531
37	1.125351
38	1.122325
39	1.124275
40	1.124353
41	1.123005
42	1.125653
43	1.12113
44	1.123032
45	1.122493
46	1.126157
47	1.12201
48	1.126757
49	1.133378
50	1.142897
51	1.137697
52	1.138252
53	1.138314
54	1.135057
55	1.13604
56	1.133689
57	1.136973
58	1.136194
59	1.129664
60	1.12825
61	1.126236
62	1.123821
63	1.120259
64	1.116262
65	1.119019
66	1.114198
67	1.107585
68	1.099311
69	1.098619
70	1.096759
71	1.097043
72	1.084578
73	1.081928
74	1.089009
75	1.087418
76	1.065536
77	1.049963
78	1.035588
79	1.025715
80	1.022028
81	1.006475
82	0.994155
83	0.98086
84	0.963391
85	0.942371
86	0.908312
87	0.876857
88	0.849075
89	0.820715
90	0.782203
91	0.732859
92	0.682291
93	0.627898
94	0.565971
95	0.498063
96	0.42428
97	0.349719
98	0.269485
99	0.187228
100	0.092981
