normalized_position	All_Reads.normalized_coverage
0	0.15215
1	0.253803
2	0.359781
3	0.48131
4	0.586581
5	0.654749
6	0.720517
7	0.785117
8	0.831451
9	0.82666
10	0.878175
11	0.934198
12	0.937432
13	0.930011
14	0.954597
15	1.001489
16	1.069318
17	1.11171
18	1.177125
19	1.208466
20	1.23389
21	1.247528
22	1.269059
23	1.290435
24	1.284877
25	1.303401
26	1.298746
27	1.293709
28	1.249321
29	1.217252
30	1.200305
31	1.207622
32	1.223121
33	1.169265
34	1.133232
35	1.127067
36	1.124423
37	1.127855
38	1.098613
39	1.130458
40	1.122775
41	1.12107
42	1.134382
43	1.142049
44	1.132238
45	1.116353
46	1.117796
47	1.114077
48	1.171677
49	1.177842
50	1.159024
51	1.15716
52	1.170394
53	1.193987
54	1.206937
55	1.224765
56	1.266836
57	1.231488
58	1.230791
59	1.227182
60	1.203125
61	1.184261
62	1.14126
63	1.092189
64	1.054207
65	1.037113
66	1.031311
67	1.013598
68	1.032215
69	1.020884
70	1.044109
71	1.068291
72	1.06035
73	1.074005
74	1.066843
75	1.061232
76	1.063641
77	1.081527
78	1.045406
79	1.054584
80	1.084725
81	1.065973
82	1.03184
83	1.018474
84	0.999358
85	1.009589
86	0.977006
87	0.946274
88	0.8972
89	0.864559
90	0.844208
91	0.792116
92	0.715786
93	0.647435
94	0.58826
95	0.506525
96	0.419005
97	0.334985
98	0.27001
99	0.202081
100	0.085515
