normalized_position	All_Reads.normalized_coverage
0	0.144697
1	0.253323
2	0.338753
3	0.410128
4	0.4826
5	0.556582
6	0.623206
7	0.682427
8	0.737982
9	0.792996
10	0.839823
11	0.878654
12	0.911901
13	0.945459
14	0.971029
15	0.993654
16	1.017973
17	1.039184
18	1.05131
19	1.064681
20	1.076453
21	1.089223
22	1.1
23	1.102881
24	1.099956
25	1.098584
26	1.099435
27	1.097297
28	1.093722
29	1.089008
30	1.084901
31	1.088913
32	1.092824
33	1.095026
34	1.098734
35	1.106283
36	1.111554
37	1.116459
38	1.120966
39	1.130612
40	1.136189
41	1.140661
42	1.140958
43	1.143918
44	1.148574
45	1.154663
46	1.160478
47	1.164409
48	1.166603
49	1.166028
50	1.165161
51	1.164066
52	1.15807
53	1.14951
54	1.147579
55	1.150399
56	1.158032
57	1.162489
58	1.167715
59	1.175339
60	1.180015
61	1.188045
62	1.193
63	1.205021
64	1.219943
65	1.229926
66	1.236834
67	1.240634
68	1.243857
69	1.246418
70	1.245897
71	1.241374
72	1.236704
73	1.23544
74	1.225767
75	1.210763
76	1.190432
77	1.17286
78	1.15961
79	1.147265
80	1.131478
81	1.115949
82	1.097068
83	1.076517
84	1.055994
85	1.036704
86	1.012473
87	0.984432
88	0.953192
89	0.912224
90	0.864445
91	0.815224
92	0.756453
93	0.690483
94	0.623879
95	0.548285
96	0.46629
97	0.381506
98	0.295766
99	0.202225
100	0.10235
