normalized_position	All_Reads.normalized_coverage
0	0.167015
1	0.29299
2	0.396751
3	0.490552
4	0.586734
5	0.680535
6	0.765415
7	0.833938
8	0.902382
9	0.965457
10	1.028392
11	1.065645
12	1.099034
13	1.122582
14	1.130848
15	1.146446
16	1.169468
17	1.190183
18	1.199516
19	1.209728
20	1.218888
21	1.218346
22	1.209981
23	1.195222
24	1.186301
25	1.177147
26	1.161499
27	1.143927
28	1.136032
29	1.123261
30	1.124366
31	1.129228
32	1.128396
33	1.130651
34	1.12928
35	1.115367
36	1.104535
37	1.103638
38	1.10014
39	1.102036
40	1.097896
41	1.094186
42	1.08868
43	1.086141
44	1.087548
45	1.092433
46	1.102702
47	1.109321
48	1.102561
49	1.103101
50	1.107066
51	1.103982
52	1.109193
53	1.107552
54	1.10018
55	1.09872
56	1.099767
57	1.094585
58	1.096725
59	1.098268
60	1.103803
61	1.11449
62	1.12497
63	1.135881
64	1.144886
65	1.149863
66	1.148844
67	1.146439
68	1.143544
69	1.141269
70	1.135621
71	1.134807
72	1.130253
73	1.12522
74	1.103649
75	1.082319
76	1.072253
77	1.065627
78	1.054964
79	1.047306
80	1.041876
81	1.032618
82	1.016966
83	1.001737
84	0.994285
85	0.991633
86	0.980246
87	0.962241
88	0.930862
89	0.891998
90	0.854985
91	0.810386
92	0.760246
93	0.693685
94	0.62794
95	0.551031
96	0.466415
97	0.378976
98	0.290024
99	0.192485
100	0.091425
