normalized_position	All_Reads.normalized_coverage
0	0.149215
1	0.278863
2	0.393307
3	0.490327
4	0.585853
5	0.680928
6	0.767106
7	0.844633
8	0.911461
9	0.976034
10	1.038526
11	1.08831
12	1.127231
13	1.154162
14	1.174725
15	1.191626
16	1.213648
17	1.225919
18	1.233362
19	1.240076
20	1.244101
21	1.240598
22	1.237164
23	1.23124
24	1.222807
25	1.214815
26	1.203754
27	1.196377
28	1.189053
29	1.180025
30	1.172038
31	1.171024
32	1.171308
33	1.164996
34	1.152966
35	1.142875
36	1.13296
37	1.122561
38	1.113518
39	1.108744
40	1.104115
41	1.102662
42	1.098117
43	1.093088
44	1.092087
45	1.089797
46	1.08967
47	1.08766
48	1.087613
49	1.084619
50	1.083715
51	1.083445
52	1.080048
53	1.077135
54	1.076546
55	1.081973
56	1.091418
57	1.094968
58	1.096425
59	1.096937
60	1.100351
61	1.104211
62	1.106399
63	1.102186
64	1.097878
65	1.095014
66	1.092602
67	1.090788
68	1.090984
69	1.089237
70	1.083337
71	1.078103
72	1.077491
73	1.077708
74	1.079409
75	1.076747
76	1.070079
77	1.064358
78	1.057285
79	1.051055
80	1.041094
81	1.028517
82	1.01791
83	1.007589
84	0.99536
85	0.978288
86	0.953199
87	0.934501
88	0.907786
89	0.875073
90	0.835142
91	0.788898
92	0.732394
93	0.669154
94	0.606745
95	0.53517
96	0.458318
97	0.382535
98	0.30267
99	0.213457
100	0.108472
