normalized_position	All_Reads.normalized_coverage
0	0.173874
1	0.28749
2	0.374471
3	0.447096
4	0.525401
5	0.59822
6	0.669079
7	0.733075
8	0.7907
9	0.84763
10	0.894308
11	0.943713
12	0.981283
13	1.008494
14	1.026991
15	1.050602
16	1.072067
17	1.081654
18	1.091066
19	1.105762
20	1.121176
21	1.128331
22	1.130721
23	1.140153
24	1.152526
25	1.160579
26	1.157389
27	1.151322
28	1.143561
29	1.137521
30	1.131383
31	1.124407
32	1.125006
33	1.120595
34	1.118829
35	1.121808
36	1.116971
37	1.126672
38	1.13217
39	1.132888
40	1.134102
41	1.138547
42	1.150058
43	1.149017
44	1.147869
45	1.158704
46	1.169043
47	1.164356
48	1.164349
49	1.170475
50	1.182063
51	1.179403
52	1.175968
53	1.163387
54	1.153924
55	1.145505
56	1.146101
57	1.1381
58	1.133895
59	1.132407
60	1.136914
61	1.137577
62	1.141515
63	1.137391
64	1.149345
65	1.154353
66	1.159567
67	1.157705
68	1.153278
69	1.16379
70	1.172411
71	1.174513
72	1.171731
73	1.158021
74	1.154884
75	1.140762
76	1.131114
77	1.127294
78	1.121168
79	1.126238
80	1.118243
81	1.100969
82	1.088529
83	1.063548
84	1.031811
85	1.003523
86	0.978856
87	0.943035
88	0.914655
89	0.880036
90	0.848101
91	0.810592
92	0.758527
93	0.697782
94	0.631353
95	0.557952
96	0.473289
97	0.366473
98	0.267687
99	0.171581
100	0.079806
