normalized_position	All_Reads.normalized_coverage
0	0.175666
1	0.321465
2	0.451888
3	0.55944
4	0.660606
5	0.760917
6	0.852959
7	0.937001
8	1.006345
9	1.076046
10	1.141752
11	1.190071
12	1.224219
13	1.24885
14	1.269474
15	1.286308
16	1.305378
17	1.318438
18	1.318778
19	1.320261
20	1.323346
21	1.317631
22	1.318233
23	1.309074
24	1.296758
25	1.281009
26	1.261562
27	1.24253
28	1.231074
29	1.222637
30	1.215926
31	1.208868
32	1.198462
33	1.186654
34	1.180582
35	1.166776
36	1.150166
37	1.137036
38	1.126335
39	1.124335
40	1.120135
41	1.10783
42	1.095135
43	1.081554
44	1.078559
45	1.074694
46	1.072871
47	1.07589
48	1.07628
49	1.069506
50	1.07198
51	1.068948
52	1.058251
53	1.056642
54	1.057007
55	1.065372
56	1.071006
57	1.069788
58	1.068109
59	1.058801
60	1.059994
61	1.058663
62	1.05019
63	1.039821
64	1.033574
65	1.029085
66	1.025318
67	1.018646
68	1.015654
69	1.016178
70	1.0143
71	1.013283
72	1.010219
73	1.012931
74	1.02035
75	1.020247
76	1.018186
77	1.016794
78	1.00819
79	0.99993
80	0.991909
81	0.982422
82	0.966389
83	0.950546
84	0.936512
85	0.91652
86	0.895779
87	0.872816
88	0.847929
89	0.810078
90	0.774343
91	0.731517
92	0.673635
93	0.61355
94	0.55486
95	0.487703
96	0.417369
97	0.350648
98	0.275425
99	0.190934
100	0.097591
