normalized_position	All_Reads.normalized_coverage
0	0.137746
1	0.244034
2	0.330901
3	0.412142
4	0.494009
5	0.574052
6	0.651124
7	0.720178
8	0.782736
9	0.839962
10	0.890877
11	0.935066
12	0.975577
13	1.00826
14	1.03577
15	1.061701
16	1.08076
17	1.092303
18	1.107157
19	1.123716
20	1.136028
21	1.141394
22	1.140569
23	1.141248
24	1.139939
25	1.133715
26	1.127846
27	1.125309
28	1.122359
29	1.118062
30	1.113471
31	1.106887
32	1.102835
33	1.101159
34	1.104425
35	1.107916
36	1.108729
37	1.10525
38	1.104905
39	1.114436
40	1.115018
41	1.115219
42	1.114826
43	1.113596
44	1.114614
45	1.113071
46	1.112444
47	1.11108
48	1.107857
49	1.107126
50	1.113374
51	1.120024
52	1.121594
53	1.122544
54	1.119
55	1.114147
56	1.121898
57	1.128608
58	1.131071
59	1.130443
60	1.130844
61	1.136415
62	1.140038
63	1.136894
64	1.140693
65	1.152934
66	1.165634
67	1.175801
68	1.187715
69	1.195602
70	1.203683
71	1.21053
72	1.214658
73	1.21548
74	1.215376
75	1.208601
76	1.203601
77	1.197913
78	1.189215
79	1.180759
80	1.169676
81	1.151737
82	1.13507
83	1.113765
84	1.092447
85	1.065197
86	1.030702
87	0.995487
88	0.960016
89	0.923218
90	0.880954
91	0.831056
92	0.77155
93	0.702504
94	0.62651
95	0.544243
96	0.459214
97	0.372695
98	0.281291
99	0.181727
100	0.086637
