normalized_position	All_Reads.normalized_coverage
0	0.121229
1	0.223397
2	0.306882
3	0.395332
4	0.476264
5	0.54614
6	0.602479
7	0.656691
8	0.704869
9	0.753976
10	0.791917
11	0.849073
12	0.897581
13	0.931637
14	0.95148
15	0.970814
16	0.99746
17	1.013714
18	1.046717
19	1.069528
20	1.075829
21	1.082218
22	1.107859
23	1.137764
24	1.153325
25	1.176935
26	1.183656
27	1.194722
28	1.207487
29	1.202426
30	1.215193
31	1.225746
32	1.235876
33	1.246175
34	1.242539
35	1.237626
36	1.24958
37	1.274229
38	1.268947
39	1.273095
40	1.26589
41	1.285998
42	1.278747
43	1.277833
44	1.274273
45	1.277213
46	1.286038
47	1.275478
48	1.265523
49	1.26139
50	1.253383
51	1.234792
52	1.23502
53	1.21808
54	1.205496
55	1.198628
56	1.1918
57	1.179648
58	1.175494
59	1.168923
60	1.144419
61	1.107641
62	1.097638
63	1.068102
64	1.072602
65	1.077258
66	1.079767
67	1.091286
68	1.111764
69	1.113411
70	1.127453
71	1.136923
72	1.136745
73	1.156693
74	1.176774
75	1.175805
76	1.166491
77	1.156602
78	1.137343
79	1.155043
80	1.13531
81	1.111261
82	1.077974
83	1.051465
84	1.025671
85	0.988528
86	0.9498
87	0.89208
88	0.846652
89	0.806789
90	0.747312
91	0.695596
92	0.630206
93	0.556242
94	0.495098
95	0.436912
96	0.369276
97	0.309277
98	0.234152
99	0.155098
100	0.08616
