normalized_position	All_Reads.normalized_coverage
0	0.12046
1	0.216821
2	0.299846
3	0.384353
4	0.471587
5	0.563074
6	0.64135
7	0.695562
8	0.765661
9	0.832232
10	0.909334
11	0.962622
12	1.008039
13	1.034182
14	1.046923
15	1.063952
16	1.063514
17	1.076832
18	1.103106
19	1.145042
20	1.179184
21	1.19068
22	1.203728
23	1.195049
24	1.202455
25	1.1901
26	1.19981
27	1.211699
28	1.224718
29	1.223904
30	1.210122
31	1.192276
32	1.162246
33	1.157651
34	1.170689
35	1.177681
36	1.172262
37	1.158548
38	1.158363
39	1.151035
40	1.150564
41	1.125985
42	1.124915
43	1.12501
44	1.148806
45	1.179517
46	1.197691
47	1.227017
48	1.223914
49	1.219607
50	1.211883
51	1.226556
52	1.215496
53	1.219952
54	1.208754
55	1.184745
56	1.173438
57	1.171845
58	1.186273
59	1.19388
60	1.175989
61	1.172994
62	1.181635
63	1.191327
64	1.159364
65	1.137588
66	1.124217
67	1.126262
68	1.106314
69	1.098422
70	1.096572
71	1.091302
72	1.088188
73	1.076942
74	1.076329
75	1.077338
76	1.08083
77	1.068724
78	1.059765
79	1.07383
80	1.074828
81	1.07075
82	1.061212
83	1.060502
84	1.053841
85	1.012467
86	0.963426
87	0.943253
88	0.914418
89	0.856947
90	0.787369
91	0.714987
92	0.654885
93	0.602704
94	0.537315
95	0.481111
96	0.420746
97	0.340858
98	0.267608
99	0.191542
100	0.089615
