normalized_position	All_Reads.normalized_coverage
0	0.113496
1	0.213558
2	0.311459
3	0.381863
4	0.464297
5	0.540644
6	0.614746
7	0.674684
8	0.752162
9	0.834098
10	0.898741
11	0.952668
12	0.989582
13	1.030455
14	1.092779
15	1.130349
16	1.150403
17	1.161423
18	1.199108
19	1.244065
20	1.255123
21	1.273735
22	1.307236
23	1.322305
24	1.306946
25	1.300403
26	1.309474
27	1.338593
28	1.343604
29	1.327992
30	1.324674
31	1.299818
32	1.282847
33	1.26681
34	1.241378
35	1.218245
36	1.205529
37	1.185424
38	1.186604
39	1.160694
40	1.165198
41	1.171486
42	1.171951
43	1.150103
44	1.126916
45	1.114057
46	1.12594
47	1.131352
48	1.128251
49	1.130721
50	1.122275
51	1.115583
52	1.106234
53	1.10669
54	1.103753
55	1.120673
56	1.11114
57	1.096234
58	1.094224
59	1.094756
60	1.118788
61	1.153785
62	1.188438
63	1.170673
64	1.153296
65	1.1353
66	1.136259
67	1.155413
68	1.162289
69	1.159391
70	1.153024
71	1.140055
72	1.11903
73	1.132211
74	1.120869
75	1.09694
76	1.091962
77	1.08897
78	1.064833
79	1.049961
80	1.031318
81	1.027004
82	1.011247
83	0.980271
84	0.948938
85	0.916963
86	0.891335
87	0.867098
88	0.832937
89	0.764629
90	0.704158
91	0.653542
92	0.607627
93	0.547283
94	0.480811
95	0.422787
96	0.376384
97	0.317933
98	0.255285
99	0.188399
100	0.100352
