normalized_position	All_Reads.normalized_coverage
0	0.179153
1	0.317877
2	0.439128
3	0.546981
4	0.655133
5	0.753107
6	0.84143
7	0.925294
8	1.003513
9	1.077251
10	1.145038
11	1.197479
12	1.2325
13	1.25817
14	1.281094
15	1.298056
16	1.314662
17	1.320525
18	1.320449
19	1.315721
20	1.312324
21	1.308596
22	1.312973
23	1.312649
24	1.309731
25	1.30376
26	1.291381
27	1.281112
28	1.270225
29	1.258206
30	1.246389
31	1.2335
32	1.222947
33	1.214153
34	1.200796
35	1.184506
36	1.16818
37	1.153507
38	1.137965
39	1.129057
40	1.124064
41	1.119405
42	1.109112
43	1.102366
44	1.101539
45	1.091764
46	1.080164
47	1.07088
48	1.060729
49	1.052081
50	1.047602
51	1.042157
52	1.036456
53	1.02919
54	1.023663
55	1.024369
56	1.025657
57	1.024786
58	1.023495
59	1.022719
60	1.023105
61	1.026013
62	1.02887
63	1.030291
64	1.02636
65	1.02198
66	1.019923
67	1.017515
68	1.014746
69	1.013848
70	1.008787
71	1.002695
72	0.999561
73	1.001937
74	1.003723
75	0.998164
76	0.991033
77	0.985382
78	0.979461
79	0.971759
80	0.966639
81	0.961639
82	0.953803
83	0.946745
84	0.936694
85	0.922464
86	0.904861
87	0.880662
88	0.853557
89	0.817242
90	0.784115
91	0.748816
92	0.70165
93	0.646538
94	0.585713
95	0.518882
96	0.446214
97	0.379072
98	0.305066
99	0.22136
100	0.116956
