#Transcript position	Transcript coverage profile
0.0	26.905997326054937
1.0	61.520608189816286
2.0	94.76737366082979
3.0	122.55547380438712
4.0	135.71587392103623
5.0	156.96161752081235
6.0	176.77429747267053
7.0	194.1680219007168
8.0	207.59034583529993
9.0	230.03394326013125
10.0	236.6807351087011
11.0	228.74805983046878
12.0	215.79803263299394
13.0	207.0394901827332
14.0	202.66881026465418
15.0	221.187273741069
16.0	244.00842704084363
17.0	249.22817631365862
18.0	250.1466803435634
19.0	244.299880255364
20.0	242.71616957278425
21.0	254.89460980946563
22.0	255.13970084583733
23.0	271.541437031654
24.0	276.15905246870676
25.0	275.57274144347014
26.0	272.3050289920472
27.0	280.7381599121851
28.0	288.34333642362844
29.0	301.81178113125975
30.0	325.13123692350683
31.0	342.29455782910094
32.0	355.69257465298523
33.0	372.18315970295293
34.0	402.99503091649154
35.0	473.3132700097546
36.0	501.3154422226629
37.0	524.6003634943573
38.0	535.0547653396388
39.0	583.305780039643
40.0	616.9923876845522
41.0	630.7690463273366
42.0	665.1589634079191
43.0	692.6740873516718
44.0	707.1650444170407
45.0	651.5312738532824
46.0	598.6165316794584
47.0	548.1583813276949
48.0	503.55365913178207
49.0	497.5509250960896
50.0	483.9800794673514
51.0	471.88994914631724
52.0	457.61843590511563
53.0	455.0518413862213
54.0	460.38554510035004
55.0	474.8841199571962
56.0	409.2200724972743
57.0	379.6850671603788
58.0	366.83067337023357
59.0	385.89330742199854
60.0	374.20972371232676
61.0	347.9946007242938
62.0	328.6615987090543
63.0	357.4020037324872
64.0	368.30926270524424
65.0	376.0448006619113
66.0	369.56727732122175
67.0	367.0149976886687
68.0	352.62666729257677
69.0	345.41922873595433
70.0	311.26322770703433
71.0	316.8611460923491
72.0	308.60057373140125
73.0	292.49387810961224
74.0	279.5312509616993
75.0	280.8232011815991
76.0	279.24611101642165
77.0	237.14291738448586
78.0	233.58684808431903
79.0	216.65004289121723
80.0	208.85732407547084
81.0	236.90883005779432
82.0	188.96397950138152
83.0	161.09480874422377
84.0	156.9117472209878
85.0	182.23212956531125
86.0	185.78896669752862
87.0	192.25676517974082
88.0	198.480888208302
89.0	173.01115575001526
90.0	151.51148988809297
91.0	123.31988480436773
92.0	82.53788128445255
93.0	72.67783586201556
94.0	56.28957204537647
95.0	30.70745436383849
96.0	19.448352978235288
97.0	14.443127992840687
98.0	11.905411280058498
99.0	4.977315976053869
