#Transcript position	Transcript coverage profile
0.0	76.6606035159222
1.0	165.60759384661858
2.0	190.39804990752435
3.0	220.38915248797545
4.0	243.48020740695907
5.0	268.3365693486449
6.0	337.1078036719527
7.0	367.02672229663506
8.0	413.75791804111236
9.0	444.2407746078447
10.0	407.163493303624
11.0	454.3693482442337
12.0	492.29032952185105
13.0	472.63744799189357
14.0	414.6192671295666
15.0	500.8564760469029
16.0	526.1402816657499
17.0	492.2689227984551
18.0	497.4871561376286
19.0	484.9510712845929
20.0	506.8908367786144
21.0	565.5656362453466
22.0	582.5543000163833
23.0	564.7599341710451
24.0	551.5438630742821
25.0	562.9886447273605
26.0	596.4892499185532
27.0	664.5326335806187
28.0	680.3795004422717
29.0	675.518314557406
30.0	733.532165456101
31.0	876.4323650673241
32.0	903.9088489475332
33.0	919.9715276027868
34.0	1047.0230339202344
35.0	1248.3520771090461
36.0	1358.8493186776354
37.0	1499.9445688698943
38.0	1644.7325584860257
39.0	2070.8400334854855
40.0	2418.004885894581
41.0	2525.000927538424
42.0	2659.4705004980606
43.0	2657.615528317563
44.0	2623.0733819085317
45.0	2493.4028764245754
46.0	2390.3557334735424
47.0	1994.4152170102188
48.0	1699.7430071771557
49.0	1693.038175900693
50.0	1667.7517065635254
51.0	1643.0922131112422
52.0	1603.0954219999705
53.0	1572.6600663093886
54.0	1560.6619742352132
55.0	1671.2463338688772
56.0	1378.8232341526138
57.0	1240.8518910907674
58.0	1136.6286938277865
59.0	1033.867387923068
60.0	917.882073612402
61.0	820.0633307017582
62.0	749.1476079310453
63.0	728.8047256828078
64.0	705.0296764568307
65.0	666.785239441696
66.0	640.1317274876917
67.0	638.5234841840387
68.0	626.2745502313005
69.0	603.3030539026549
70.0	570.9466437068893
71.0	532.8346701367291
72.0	496.70575301608767
73.0	496.19170212016087
74.0	463.5734347482559
75.0	445.3090919869385
76.0	423.4475765407385
77.0	387.252963191811
78.0	359.5963918106086
79.0	336.06799153029147
80.0	334.24237239012643
81.0	518.7118841035525
82.0	311.6746448559909
83.0	264.42259582121727
84.0	230.43627156299877
85.0	236.98551362056315
86.0	227.9179684678936
87.0	225.1274403551755
88.0	216.45847552417163
89.0	197.52268572621273
90.0	177.8522388943182
91.0	151.37646456676134
92.0	115.4732304038746
93.0	103.44958272371532
94.0	82.24714547874369
95.0	56.29776037965496
96.0	48.161903278456585
97.0	40.36696067972825
98.0	32.79763919059396
99.0	9.36660441266149
