#Transcript position	Transcript coverage profile
0.0	1185.4912143778995
1.0	4505.991631584194
2.0	7008.099189658265
3.0	8228.95919605261
4.0	8672.002934162561
5.0	9244.13565777125
6.0	10229.67599481485
7.0	16137.600762780734
8.0	16504.28237717598
9.0	16944.698784601922
10.0	17501.569089681157
11.0	17941.219560517366
12.0	18064.442867398462
13.0	17943.323306817376
14.0	17461.74840134014
15.0	16700.593130280893
16.0	15960.568184184143
17.0	15037.795967283535
18.0	14411.607043178079
19.0	14279.236681072227
20.0	14546.793199143214
21.0	15196.018702735162
22.0	15518.443963610556
23.0	15647.920142714598
24.0	15537.79438428016
25.0	15719.282210431917
26.0	16049.295895036032
27.0	16355.744049826963
28.0	16309.173118640996
29.0	15898.60561692469
30.0	15712.344745873843
31.0	16159.310780590604
32.0	16428.143666856202
33.0	16830.76965410972
34.0	17213.463531563426
35.0	17579.555317961065
36.0	18114.31538088799
37.0	18121.53097151779
38.0	19184.776254090422
39.0	20878.83061895422
40.0	21931.893379328176
41.0	22419.78916531879
42.0	22937.666776838705
43.0	23413.284138493844
44.0	26063.317314296964
45.0	25698.020165063645
46.0	25284.419307876684
47.0	25157.054082255992
48.0	24711.806509983708
49.0	24141.81638500718
50.0	23136.788642735533
51.0	21224.723451215075
52.0	19531.547248925046
53.0	18063.572869180898
54.0	17664.880941403797
55.0	17060.720706416785
56.0	16328.150559860409
57.0	15927.281296218041
58.0	15595.296382652441
59.0	15170.268480227844
60.0	13980.02219048968
61.0	10091.947293419635
62.0	6310.513623684
63.0	5888.778644689758
64.0	5744.572237078218
65.0	5616.170243154933
66.0	5565.403504913213
67.0	5445.742242679139
68.0	5069.458773700131
69.0	4693.240764012487
70.0	4529.356289257463
71.0	4358.576506704538
72.0	4123.819486107998
73.0	4109.653988717446
74.0	3864.322939796022
75.0	3635.9562877258395
76.0	3306.3450261096764
77.0	2818.954729754879
78.0	1925.7341010459668
79.0	1394.305073168206
80.0	1423.170165402199
81.0	1508.451662517064
82.0	1564.3031372017563
83.0	1465.1960660986595
84.0	1345.8900918777028
85.0	1311.826373378142
86.0	1280.39432881232
87.0	1207.079062125527
88.0	1118.2484043087397
89.0	1078.6400222478342
90.0	1049.6881880867252
91.0	962.7396563798985
92.0	895.8265274243272
93.0	826.0054147058817
94.0	727.3092125643607
95.0	594.56334354775
96.0	499.0680247706429
97.0	441.6176131485648
98.0	374.0442304819396
99.0	182.26510617616816
