#Transcript position	Transcript coverage profile
0.0	3297.8475384098756
1.0	15665.389143181988
2.0	24421.310742990005
3.0	28339.06787632646
4.0	30027.482941373477
5.0	32798.122080740286
6.0	37124.938744190134
7.0	51968.351266226025
8.0	52240.315501270336
9.0	53259.03997480697
10.0	55529.67132320484
11.0	59455.39073572843
12.0	60258.13032432056
13.0	59308.84448092035
14.0	56919.82269999052
15.0	52179.43721745388
16.0	47099.79133499962
17.0	43584.31632392023
18.0	42278.78030106892
19.0	42213.85042983723
20.0	42501.889323191666
21.0	43758.9674007953
22.0	45026.294620809604
23.0	44973.28410270683
24.0	44296.75287224449
25.0	43872.21137784854
26.0	43715.219200816835
27.0	44201.14142882868
28.0	42959.91452315665
29.0	40540.145246485685
30.0	38025.46202053702
31.0	38016.217159296706
32.0	38088.63545435703
33.0	37649.52018139485
34.0	37893.70104500492
35.0	38154.9366110884
36.0	40080.48280923037
37.0	40647.50619453679
38.0	48540.07389363691
39.0	59057.92144802199
40.0	64169.167336981736
41.0	66226.8399611724
42.0	69398.31652190014
43.0	71993.06667125493
44.0	88511.06060969828
45.0	88614.78651770807
46.0	89617.30667046222
47.0	90864.93902068213
48.0	90401.75004522188
49.0	89558.33230106482
50.0	87492.89338139414
51.0	83879.4127472946
52.0	80130.06045853073
53.0	78316.52090344846
54.0	78350.57123594295
55.0	78569.108855491
56.0	78208.18705429423
57.0	77804.72425285388
58.0	77271.7406065538
59.0	76129.4683804826
60.0	70018.82404495384
61.0	44776.03069873973
62.0	20974.195696801246
63.0	18725.30323202597
64.0	18393.919299744113
65.0	18131.892889159284
66.0	17914.3968095493
67.0	17676.554067876157
68.0	17292.923597486573
69.0	16983.859721832057
70.0	16592.835207590815
71.0	15953.109390322621
72.0	14984.089658925925
73.0	14783.158709432555
74.0	13445.470914889562
75.0	12050.639373663214
76.0	10250.850809001422
77.0	7902.822545370976
78.0	4057.3637168194655
79.0	2505.131306014377
80.0	2406.468642477277
81.0	2425.74196584512
82.0	2288.830830345555
83.0	1921.3248295148312
84.0	1581.3721356494354
85.0	1435.120034046876
86.0	1321.9474461882226
87.0	1257.7261745119135
88.0	1206.6017841664823
89.0	1204.541737403959
90.0	1154.3912180975276
91.0	978.9319419983207
92.0	844.973824814707
93.0	709.9450773704913
94.0	644.890528136844
95.0	576.8280106807831
96.0	518.3457835566078
97.0	465.9823742831433
98.0	401.0967279333652
99.0	185.90617342755678
