#Transcript position	Transcript coverage profile
0.0	5090.510004399363
1.0	22373.331749802655
2.0	37699.506440332036
3.0	45337.098261797575
4.0	46638.00689139301
5.0	48227.021396831035
6.0	51242.9624679556
7.0	68253.94404933475
8.0	68600.89049425797
9.0	70254.78828573418
10.0	73288.95316283572
11.0	76133.35364366035
12.0	76948.12754182433
13.0	74899.98171735519
14.0	69804.21708417413
15.0	63666.86756562989
16.0	57080.06543661729
17.0	49554.03706283804
18.0	45410.63946474716
19.0	43838.759924887374
20.0	43698.17259466736
21.0	45441.08367629577
22.0	46970.294636889106
23.0	46978.05919345752
24.0	45737.835918390156
25.0	44911.342333079476
26.0	45366.75009687302
27.0	47257.410200206745
28.0	46172.49980822933
29.0	43848.26353286667
30.0	41958.28950845093
31.0	43076.75373008937
32.0	43211.73849448856
33.0	42564.117572030336
34.0	42605.25575094762
35.0	43031.427704021226
36.0	43746.51498261253
37.0	43584.83257286959
38.0	48349.542081951215
39.0	53997.14106973697
40.0	57204.6425783483
41.0	59384.40363426269
42.0	64710.54921662525
43.0	68759.59744442147
44.0	87486.31228349754
45.0	86998.14678052953
46.0	86998.4120076021
47.0	87521.75965708324
48.0	86746.3010307026
49.0	85627.33911673276
50.0	83286.27338256309
51.0	79097.29862332655
52.0	74929.75714650334
53.0	72029.51006334112
54.0	70693.8203129936
55.0	69423.21274825273
56.0	68490.72028512628
57.0	67844.73042631151
58.0	67010.31012389512
59.0	65911.75826723925
60.0	59974.87421975513
61.0	37021.76588143406
62.0	15516.619694405674
63.0	13440.164143829854
64.0	13501.829363993053
65.0	13899.476511049168
66.0	13960.637839499586
67.0	13913.851692044296
68.0	13496.318113784908
69.0	12911.450604919359
70.0	12526.109449564656
71.0	12031.087247955038
72.0	11278.496475067592
73.0	12389.7479923511
74.0	12611.735675727392
75.0	12004.191065779512
76.0	11500.972749568211
77.0	10044.983653932524
78.0	5965.445635680947
79.0	3432.331368557071
80.0	4101.948246746115
81.0	4866.904488256007
82.0	4808.838642142095
83.0	3950.0104721858743
84.0	3077.046631228164
85.0	2929.4816381731553
86.0	2833.090174817533
87.0	2914.059228456204
88.0	2707.5819347307047
89.0	2682.011544827304
90.0	2634.4820643525622
91.0	2458.5314253232186
92.0	2325.9543546908953
93.0	2198.726841479672
94.0	2087.180521898576
95.0	1967.065167421231
96.0	1882.4621374543233
97.0	1755.4787131482892
98.0	1585.8178145646407
99.0	781.0371432897733
