#Transcript position	Transcript coverage profile
0.0	1755.151739254641
1.0	9043.626521665632
2.0	14332.229275484215
3.0	16640.31644086561
4.0	17556.45553680355
5.0	18949.043745925042
6.0	20991.260462761842
7.0	26818.98729929743
8.0	26822.415822042287
9.0	27400.208723506486
10.0	28883.411942946517
11.0	31753.5283065879
12.0	32306.148578034506
13.0	31499.493462827555
14.0	30006.221193823876
15.0	26657.02679652948
16.0	22732.353120741907
17.0	20443.33770103021
18.0	19497.136248473096
19.0	19307.6767406169
20.0	19386.637970233325
21.0	20197.243854780558
22.0	20959.018167187813
23.0	20831.37409019635
24.0	20344.130851630165
25.0	20032.998520821588
26.0	19992.306617306447
27.0	20370.995965427173
28.0	19717.14737154396
29.0	18383.72238031611
30.0	16943.586638351735
31.0	17182.31301679901
32.0	17274.82572613656
33.0	17033.872998005223
34.0	17073.36254394926
35.0	17192.109053369917
36.0	18073.124725529582
37.0	18276.248621140294
38.0	22983.727163606374
39.0	28900.552423014637
40.0	32166.78249893029
41.0	33412.87806157941
42.0	35821.504452828
43.0	37543.80994153449
44.0	45175.0195410569
45.0	45187.55463395992
46.0	45661.84156914281
47.0	46160.956483384994
48.0	45862.71100069673
49.0	45527.885579818445
50.0	44779.5922713708
51.0	43303.288995252005
52.0	42092.232039169336
53.0	41781.357785813125
54.0	41925.18811523375
55.0	42028.89727991433
56.0	41716.68698570949
57.0	41440.08109329347
58.0	41073.66882460257
59.0	40404.63458043769
60.0	36822.39613471215
61.0	23477.74821637852
62.0	10933.256108984882
63.0	9842.659142813085
64.0	9678.939398166991
65.0	9481.849552674965
66.0	9355.575609051324
67.0	9227.97548412751
68.0	8881.329728414146
69.0	8683.863463597676
70.0	8468.509755388568
71.0	8183.555926649566
72.0	7708.987700687964
73.0	7714.13402949253
74.0	7237.010367323598
75.0	6611.401570921878
76.0	5903.692988048712
77.0	4626.869833058037
78.0	2286.4649281023026
79.0	1347.797827633977
80.0	1352.4236798111124
81.0	1399.1921673619343
82.0	1362.8601131244332
83.0	1209.097054329488
84.0	998.7189654413347
85.0	940.9969824339432
86.0	865.8624683719777
87.0	811.8671203965274
88.0	779.6308229663844
89.0	795.0920551216043
90.0	763.5304223917318
91.0	644.7203289602135
92.0	553.5008659690932
93.0	472.72474047193396
94.0	408.2583790437214
95.0	358.697189900319
96.0	324.2487220864357
97.0	291.94746963945653
98.0	249.7706639956024
99.0	113.78027228025421
